Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,27T,24T,26T,79T,46T,30T,32T,77T,35T,36T,40T,75T,76T,44T,62T,63T,80T
2017_01_01,33.0,21.0,28.0,29.0,34.0,29.0,29.0,28.0,28.0,27.0,17.0,24.0,27.25,,17.0,21.0,18.0,30.0,30.0,21.0,16.0,20.0,7.0,7.0,7.0,
2017_01_02,28.0,19.0,27.0,26.5,32.0,26.5,26.5,26.0,26.0,25.0,17.0,25.0,25.375,,21.0,24.0,15.0,11.333333333333334,11.333333333333334,11.0,5.0,18.0,9.0,9.0,9.0,
2017_01_03,31.0,19.0,32.0,29.0,34.0,29.0,29.0,28.0,28.0,36.0,22.0,28.0,28.75,,15.0,19.0,19.0,13.0,13.0,12.0,4.0,21.0,6.0,6.0,6.0,
2017_01_04,37.0,21.0,34.0,32.25,37.0,32.25,32.25,28.0,28.0,49.0,32.0,35.0,33.145833333333336,37.0,22.0,24.0,21.0,19.0,19.0,10.0,2.0,18.0,5.0,5.0,5.0,
2017_01_05,45.0,29.0,40.0,39.75,45.0,39.75,39.75,34.0,34.0,48.0,34.0,39.0,38.9375,42.0,23.0,24.0,29.0,9.5,9.5,7.0,9.5,12.0,7.0,7.0,7.0,
2017_01_06,43.0,27.0,38.0,38.0,44.0,38.0,38.0,36.0,36.0,38.0,31.0,31.0,36.5,37.0,27.0,34.0,20.0,13.0,13.0,7.0,5.0,10.0,5.0,5.0,5.0,
2017_01_07,46.0,30.0,42.0,42.5,52.0,42.5,42.5,41.0,41.0,50.0,57.0,36.0,43.541666666666664,50.0,37.5,42.0,33.0,22.0,15.0,10.0,6.0,16.0,5.5,5.5,5.5,
2017_01_08,43.0,35.0,43.0,42.5,49.0,42.5,42.5,39.0,39.0,51.0,59.0,40.0,43.791666666666664,47.5,26.0,27.0,25.0,28.0,23.0,12.0,6.0,29.0,6.0,6.0,6.0,
2017_01_09,35.0,27.0,33.0,33.5,39.0,33.5,33.5,30.0,30.0,58.0,71.0,33.0,38.041666666666664,45.0,25.0,20.0,30.0,28.0,28.0,16.0,6.0,24.0,10.0,10.0,10.0,
2017_01_10,36.0,38.0,41.0,41.5,51.0,41.5,41.5,45.0,45.0,30.0,79.0,14.0,41.958333333333336,42.5,34.0,34.0,34.0,20.0,20.0,12.0,5.0,17.0,12.0,12.0,12.0,
2017_01_11,25.0,17.0,24.0,23.75,29.0,23.75,23.75,26.0,26.0,17.0,70.0,10.0,26.270833333333332,40.0,19.0,20.0,18.0,12.0,12.0,6.0,10.5,12.0,10.0,10.0,10.0,
2017_01_12,19.0,17.0,22.0,19.25,19.0,19.25,19.25,19.0,19.0,8.0,47.0,9.0,19.729166666666668,57.0,13.0,13.0,22.0,18.0,12.0,10.0,13.0,12.0,12.0,12.0,12.0,
2017_01_13,29.0,20.0,30.0,26.5,27.0,26.5,26.5,25.0,25.0,13.0,59.0,12.0,26.625,45.0,21.0,14.0,30.0,21.0,14.0,14.0,6.0,24.0,14.0,14.0,14.0,
2017_01_14,46.0,31.0,39.0,40.0,44.0,40.0,40.0,39.0,39.0,39.0,75.0,27.0,41.583333333333336,36.0,28.0,32.5,37.0,26.0,14.0,14.0,8.0,32.0,18.0,18.0,18.0,
2017_01_15,62.0,40.0,51.0,51.75,54.0,51.75,51.75,60.0,60.0,58.0,58.0,38.0,53.020833333333336,32.66666666666667,36.5,40.0,33.0,27.0,18.0,17.0,8.0,33.0,14.0,14.0,14.0,
2017_01_16,43.0,28.0,38.0,37.75,42.0,37.75,37.75,35.0,35.0,51.0,46.0,49.0,40.020833333333336,29.333333333333336,28.0,20.0,26.0,32.0,19.0,18.0,9.0,31.0,12.0,12.0,12.0,
2017_01_17,36.0,23.0,35.0,32.5,36.0,32.5,32.5,31.0,31.0,47.0,63.0,53.0,37.708333333333336,26.0,16.0,16.0,23.0,35.0,26.0,24.0,9.0,46.0,6.0,6.0,6.0,
2017_01_18,46.0,32.0,40.0,40.0,42.0,40.0,40.0,34.0,34.0,50.0,51.0,33.0,40.166666666666664,31.5,23.0,20.0,26.0,37.0,25.0,24.0,12.0,40.0,10.0,10.0,10.0,
2017_01_19,42.0,41.0,38.0,42.0,47.0,42.0,42.0,34.0,34.0,66.0,48.0,43.0,43.25,37.0,29.0,22.0,32.0,36.0,33.0,20.0,10.0,33.0,11.0,11.0,11.0,
2017_01_20,40.0,29.0,36.0,35.25,36.0,35.25,35.25,36.0,36.0,61.0,43.0,47.0,39.145833333333336,24.0,30.0,22.0,28.0,32.0,27.0,20.0,12.0,30.0,12.0,12.0,12.0,
2017_01_21,37.0,27.0,34.0,33.25,35.0,33.25,33.25,30.0,30.0,51.0,31.0,48.0,35.229166666666664,26.666666666666664,26.0,20.0,28.0,34.0,29.0,18.0,11.0,28.0,13.0,13.0,13.0,
2017_01_22,31.0,23.0,28.0,28.25,31.0,28.25,28.25,24.0,24.0,33.0,25.0,37.0,28.395833333333332,29.333333333333332,21.0,16.0,21.0,27.0,21.0,16.0,7.0,35.0,13.0,13.0,13.0,
2017_01_23,38.0,25.0,32.0,32.5,35.0,32.5,32.5,29.0,29.0,44.0,29.0,37.0,32.958333333333336,32.0,21.0,19.0,27.0,29.0,24.0,16.0,9.0,27.0,10.0,10.0,10.0,
2017_01_24,43.0,34.0,40.0,40.75,46.0,40.75,40.75,37.0,37.0,53.0,32.0,39.0,40.270833333333336,41.0,21.0,26.0,30.0,34.0,21.0,18.0,9.0,31.0,16.0,16.0,16.0,
2017_01_25,55.0,45.0,48.0,51.25,57.0,51.25,51.25,49.0,49.0,57.0,39.0,42.0,49.5625,28.0,33.0,34.0,56.0,32.0,19.0,18.0,10.0,33.0,14.0,14.0,14.0,
2017_01_26,35.0,32.0,32.0,35.75,44.0,35.75,35.75,29.0,29.0,54.0,33.0,34.0,35.770833333333336,28.5,16.0,16.0,27.0,30.0,15.0,22.0,10.0,31.0,9.0,9.0,9.0,
2017_01_27,38.0,27.0,35.0,35.75,43.0,35.75,35.75,32.0,32.0,44.0,37.0,36.0,35.9375,29.0,17.0,20.0,25.0,33.0,20.0,16.0,11.0,36.0,11.666666666666668,11.666666666666668,11.666666666666668,
2017_01_28,45.0,29.0,39.0,39.5,45.0,39.5,39.5,39.0,39.0,44.0,42.0,41.0,40.125,35.0,20.0,23.0,36.0,32.0,24.0,17.0,11.0,42.0,14.333333333333332,14.333333333333332,14.333333333333332,
2017_01_29,58.0,47.0,53.0,55.0,62.0,55.0,55.0,57.0,57.0,53.0,80.0,44.0,56.333333333333336,64.0,40.0,38.0,42.0,39.0,28.0,32.0,15.0,28.5,17.0,17.0,17.0,
2017_01_30,55.0,45.0,51.0,52.25,58.0,52.25,52.25,52.0,52.0,52.0,82.0,48.0,54.3125,62.0,48.5,42.0,55.0,40.0,28.0,36.0,16.0,47.0,20.0,20.0,20.0,
2017_01_31,52.0,46.0,50.0,51.5,58.0,51.5,51.5,52.0,52.0,59.0,44.0,55.0,51.875,33.0,42.0,36.0,48.0,52.0,40.0,37.0,17.0,57.0,13.0,13.0,13.0,
2017_02_01,58.0,40.0,47.0,49.75,54.0,49.75,49.75,49.0,49.0,71.0,59.0,51.0,52.270833333333336,44.0,36.0,31.0,41.0,51.0,39.0,33.0,17.0,48.0,13.0,13.0,13.0,
2017_02_02,49.0,48.0,50.0,51.5,59.0,51.5,51.5,45.0,45.0,67.0,35.0,45.0,49.791666666666664,24.0,30.5,30.0,31.0,44.0,33.0,21.0,17.0,45.0,23.0,23.0,23.0,
2017_02_03,23.0,16.0,24.0,21.0,21.0,21.0,21.0,19.0,19.0,22.0,38.0,44.0,24.083333333333332,31.5,11.0,17.0,23.0,39.0,26.0,24.0,13.0,37.0,24.0,24.0,24.0,
2017_02_04,43.0,28.0,38.0,36.0,35.0,36.0,36.0,37.0,37.0,57.0,46.0,44.0,39.416666666666664,39.0,35.0,35.0,35.0,36.0,27.0,25.0,14.0,39.0,9.0,9.0,9.0,
2017_02_05,56.0,45.0,49.0,51.75,57.0,51.75,51.75,50.0,50.0,53.0,65.0,43.0,51.9375,53.0,48.5,51.0,46.0,37.0,25.0,19.0,11.0,42.0,9.0,9.0,9.0,
2017_02_06,70.0,52.0,62.0,63.0,68.0,63.0,63.0,63.0,63.0,56.0,77.0,36.0,61.333333333333336,52.0,62.5,66.0,59.0,45.0,36.0,24.0,19.0,47.0,15.0,15.0,15.0,
2017_02_07,51.0,42.0,45.0,47.5,52.0,47.5,47.5,48.0,48.0,32.0,89.0,24.0,47.791666666666664,65.0,56.0,38.0,74.0,51.0,40.0,22.0,21.0,44.0,19.0,19.0,19.0,
2017_02_08,37.0,31.0,35.0,35.25,38.0,35.25,35.25,32.0,32.0,24.0,86.0,23.0,36.979166666666664,109.0,45.0,25.0,65.0,45.0,39.0,29.0,19.0,47.0,20.0,20.0,20.0,
2017_02_09,47.0,41.0,48.0,45.75,47.0,45.75,45.75,44.0,44.0,35.0,86.0,40.0,47.4375,56.0,23.0,28.0,60.0,46.0,41.0,34.0,23.0,51.0,18.0,18.0,18.0,
2017_02_10,50.0,43.0,53.0,49.5,52.0,49.5,49.5,48.0,48.0,41.0,64.0,62.0,50.791666666666664,34.0,52.0,41.0,63.0,50.0,40.0,47.0,31.0,65.0,16.0,16.0,16.0,
2017_02_11,54.0,42.0,51.0,49.75,52.0,49.75,49.75,52.0,52.0,65.0,39.0,68.0,52.020833333333336,33.0,43.0,47.0,46.0,59.0,47.0,44.0,20.0,58.0,14.0,14.0,14.0,
2017_02_12,45.0,38.0,51.0,46.25,51.0,46.25,46.25,39.0,39.0,39.0,31.0,66.0,44.8125,48.0,28.0,31.0,35.0,63.0,51.0,34.0,18.0,46.0,15.0,15.0,15.0,
2017_02_13,61.0,48.0,54.0,56.25,62.0,56.25,56.25,56.575,56.575,62.0,47.0,63.0,56.574999999999996,50.0,34.0,42.0,61.0,60.0,49.0,38.0,23.0,56.0,16.0,16.0,16.0,
2017_02_14,71.0,59.0,67.0,68.0,75.0,68.0,68.0,68.5,68.5,81.0,52.0,76.0,68.5,47.0,51.5,45.0,58.0,63.0,54.0,41.0,25.0,74.0,14.0,14.0,14.0,
2017_02_15,64.0,53.0,59.0,61.5,70.0,61.5,61.5,57.0,57.0,82.0,48.0,77.0,62.625,40.0,31.0,38.0,44.0,62.0,48.0,31.0,23.0,56.0,10.0,10.0,10.0,
2017_02_16,58.0,51.0,57.0,58.0,66.0,58.0,58.0,51.0,51.0,80.0,58.0,69.0,59.583333333333336,35.0,31.0,34.0,43.0,55.0,43.0,30.0,20.0,50.0,10.0,10.0,10.0,
2017_02_17,59.0,47.0,55.333333333333336,55.333333333333336,60.0,55.333333333333336,55.333333333333336,54.0,54.0,63.0,71.0,60.0,57.444444444444436,53.0,45.0,45.0,45.0,52.0,39.0,31.0,21.0,35.75,11.0,11.0,11.0,
2017_02_18,64.0,51.0,62.666666666666664,62.666666666666664,73.0,62.666666666666664,62.666666666666664,65.0,65.0,69.0,63.0,84.0,65.3888888888889,42.0,63.5,61.0,66.0,51.0,39.0,34.0,22.0,36.5,9.0,9.0,9.0,
2017_02_19,76.0,70.0,77.33333333333333,77.33333333333333,86.0,77.33333333333333,77.33333333333333,80.0,80.0,75.0,54.0,77.0,75.6111111111111,44.0,64.5,67.0,62.0,62.0,44.0,38.0,19.0,81.0,9.0,9.0,9.0,
