Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,41T,46T,47T,72T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,78T,43T,80T
2019_06_03,16.5,13.0,13.0,14.0,16.5,11.0,17.0,19.0,22.0,15,17,24.0,21.0,17.0,14.0,16.0,17,11.0,11.0,17.0,13.0,12.0,15.571428571428571,11.0,20.0,20.0,23.0,7.0,8.0,17.0,13.0,9.0,13.0,15.0,11.0,13.0,13.0,17.0,14.0,11,12.0,8.0,17.0,13,8.0,5.0,6.0,8.0,7.0,13.0,15.0,17.0,8,9.0,9.0,6.0,9.428571428571429,8.0,12.0,18.0,11.0,11.0,11.0,6.0,6
2019_06_04,17.7,12.0,13.0,14.0,17.7,16.0,18.0,25.0,21.0,15,19,24.0,19.0,13.75,10.0,13.0,13,14.0,14.0,18.0,8.0,13.0,15.826785714285714,17.0,19.0,19.0,23.0,8.0,9.0,18.0,13.5,9.0,13.0,9.0,11.0,6.0,9.75,12.0,16.0,9,13.0,10.0,16.0,15,8.0,7.0,6.0,8.0,6.0,13.0,17.0,18.0,10,9.0,8.0,7.0,9.928571428571429,7.0,14.0,17.0,9.0,12.0,12.0,7.0,7
2019_06_05,17.1,10.0,13.0,14.0,17.099999999999998,10.0,18.0,27.0,20.0,15,17,27.0,17.0,13.75,10.0,12.0,16,12.0,12.0,19.0,9.0,22.0,15.9625,17.0,22.0,22.0,20.0,8.0,10.0,19.0,14.5,10.0,11.0,12.0,11.0,11.0,11.25,14.0,14.0,11,13.0,12.0,18.0,14,11.0,8.0,5.0,8.0,7.0,10.0,15.0,12.0,14,8.0,9.0,9.0,9.928571428571429,9.0,22.0,21.0,12.0,12.0,12.0,8.0,8
2019_06_06,21.9,16.0,16.0,18.0,21.900000000000002,17.0,22.0,31.0,24.0,20,23,32.0,23.0,18.25,16.0,20.0,14,16.0,16.0,21.0,23.0,15.0,19.144642857142856,12.0,17.0,14.0,22.0,8.0,18.0,20.0,14.5,9.0,7.0,14.0,13.0,12.0,11.5,16.0,14.0,14,11.0,9.0,13.0,15,10.0,7.0,8.0,8.0,7.0,11.0,10.0,9.833333333333334,12,9.0,11.0,9.833333333333332,9.833333333333332,10.0,7.0,17.5,7.0,9.0,9.0,6.0,6
2019_06_07,23.7,23.0,19.0,19.0,23.7,17.0,26.0,25.0,25.0,23,25,35.0,23.0,20.75,21.0,23.0,16,20.0,20.0,25.0,12.0,15.0,21.005357142857143,17.0,25.0,14.0,18.0,11.0,23.0,16.0,13.0,10.0,7.0,13.0,13.0,13.0,11.5,13.0,16.0,13,7.0,9.0,12.0,16,8.0,7.0,8.0,10.0,11.0,13.0,17.0,14.0,12,11.0,12.0,11.461538461538462,11.461538461538462,10.0,10.0,18.0,11.0,10.0,10.0,3.0,3
2019_06_08,16.6,10.0,12.0,14.0,16.599999999999998,12.0,13.0,23.0,18.0,13,19,32.0,14.0,12.75,9.0,14.0,14,14.0,14.0,21.0,12.0,18.0,15.533928571428572,14.0,21.0,8.0,19.0,7.0,24.0,17.0,13.5,10.0,7.0,8.0,9.0,6.0,7.5,15.0,11.0,10,10.0,7.0,14.0,17,10.0,11.0,15.0,14.0,14.0,21.0,17.0,17.0,15,10.0,14.0,14.307692307692308,14.307692307692308,11.0,9.0,17.0,10.0,12.0,12.0,5.0,5
2019_06_09,14.35,12.0,9.0,11.0,14.35,11.0,12.5,21.0,16.0,14,14,23.0,15.0,11.0,6.0,11.0,12,12.0,12.0,18.0,12.0,10.0,12.542857142857143,11.0,11.0,6.0,15.0,6.0,11.0,15.0,13.0,11.0,6.0,5.0,10.0,5.0,6.5,9.0,10.0,8,7.0,6.0,10.0,16,10.0,14.0,15.0,14.0,15.0,16.0,17.0,16.0,12,10.0,15.0,13.692307692307692,13.692307692307692,8.0,11.0,20.0,9.0,11.0,11.0,5.0,5
2019_06_10,12.5,8.0,8.0,10.0,12.5,7.0,14.0,25.0,14.0,12,11,16.0,13.0,10.75,7.0,11.0,12,11.0,11.0,19.0,8.0,11.0,11.694444444444445,10.0,14.0,6.0,16.0,6.0,11.694444444444445,13.0,11.0,9.0,10.666666666666666,15.0,10.0,7.0,10.666666666666666,11.0,9.0,7,4.0,6.0,11.0,12,5.0,7.0,11.0,9.0,8.0,13.0,13.0,14.0,14,11.0,8.0,10.307692307692308,10.307692307692308,9.0,8.0,30.0,12.0,17.0,17.0,17.0,17
2019_06_11,16.5,9.0,10.0,14.0,16.5,10.0,16.0,33.0,17.0,14,16,26.0,17.0,15.75,23.0,12.0,11,12.0,12.0,24.0,6.0,15.62037037037037,15.62037037037037,10.0,17.0,17.0,22.0,9.0,16.0,17.0,12.5,8.0,8.666666666666666,8.0,11.0,7.0,8.666666666666666,12.0,6.0,7,8.633333333333333,7.0,11.0,12,9.0,3.0,11.0,9.0,8.0,9.0,8.0,20.0,10,9.0,9.0,7.0,9.5,9.0,12.0,29.5,21.0,22.0,22.0,16.0,16
2019_06_12,12.7,8.0,9.0,11.0,12.7,8.0,13.0,26.0,13.0,11,12,16.0,15.0,15.0,20.0,12.0,13,9.0,9.0,21.0,3.0,14.0,13.12142857142857,11.0,20.0,7.0,20.0,10.0,16.0,16.0,13.5,11.0,8.0,6.0,11.0,8.0,8.25,14.0,8.0,8,9.325,7.0,15.0,15,10.0,11.0,8.0,10.0,9.0,10.0,12.0,16.0,12,12.0,12.0,8.0,10.857142857142858,7.0,17.0,24.5,13.0,21.0,21.0,16.0,16
2019_06_13,13.4,9.0,12.0,9.0,13.4,12.0,15.0,21.0,14.0,11,12,19.0,17.0,17.0,24.0,14.0,13,11.0,11.0,21.0,5.0,10.0,14.028571428571428,13.0,18.0,12.0,22.0,9.0,15.0,17.0,13.0,9.0,7.0,9.0,11.0,9.0,9.0,14.0,10.0,9,10.0,10.0,15.0,13,14.0,10.0,8.0,8.0,7.0,10.0,10.0,19.0,13,11.0,11.0,8.0,10.642857142857142,7.0,16.0,23.5,15.0,24.0,24.0,16.0,16
2019_06_14,12.6,8.0,7.0,10.0,12.6,10.0,11.0,24.0,13.0,10,15,18.0,15.0,15.75,22.0,13.0,13,10.0,10.0,24.0,5.0,18.0,13.533928571428572,11.0,17.0,11.0,20.0,11.0,12.0,18.0,13.5,9.0,6.0,9.0,12.0,9.0,9.0,12.0,10.0,7,8.0,9.0,13.0,12,15.0,11.0,11.0,9.0,9.0,10.0,8.0,16.0,13,10.0,11.0,10.0,11.0,9.0,16.0,29.0,14.0,21.0,21.0,16.0,16
2019_06_15,14.5,10.0,11.0,12.0,14.5,10.0,11.0,25.0,15.0,12,17,22.0,15.0,12.75,10.0,14.0,12,13.0,13.0,22.0,6.0,12.0,13.348214285714286,9.0,13.0,11.0,22.0,8.0,7.0,19.0,16.0,13.0,6.0,8.0,8.0,7.0,7.25,13.0,11.0,9,10.0,9.0,16.0,18,20.0,15.0,11.0,9.0,11.0,13.0,15.0,11.0,13,12.0,14.0,9.0,12.857142857142858,9.0,11.0,15.0,11.0,20.0,20.0,10.0,10
2019_06_16,16.4,11.0,11.0,15.0,16.400000000000002,12.0,10.0,22.0,17.0,16,20,30.0,15.0,11.75,8.0,12.0,12,15.0,15.0,22.0,7.0,13.0,14.019642857142857,8.0,15.0,8.0,17.0,10.0,7.0,16.0,11.0,6.0,5.0,8.0,9.0,8.0,7.5,11.0,9.0,7,7.0,8.0,10.0,15,14.0,11.0,11.0,7.0,8.0,10.0,12.0,14.0,11,10.0,11.0,6.0,10.428571428571429,6.0,11.0,22.0,16.0,24.0,24.0,14.0,14
2019_06_17,12.7,8.0,10.0,11.0,12.7,11.0,9.0,22.0,13.0,10,16,17.0,13.0,10.5,8.0,10.0,11,10.0,10.0,19.0,4.0,14.0,11.317857142857141,7.0,9.0,6.0,19.0,6.0,8.0,15.0,15.0,15.0,3.0,6.0,8.0,6.0,5.75,10.0,8.5,7,4.0,6.0,10.0,11,14.0,9.0,11.0,9.0,6.0,7.0,10.0,14.0,9,9.0,8.0,4.0,9.142857142857142,7.0,17.0,32.0,14.0,35.0,35.0,20.0,20
2019_06_18,12.0,8.0,7.0,10.0,12.0,6.0,9.0,22.0,12.0,10,14,22.0,14.0,13.0,16.0,11.0,11,7.0,7.0,19.0,3.0,21.0,11.821428571428571,9.0,12.0,6.0,20.0,9.0,9.0,15.0,15.0,15.0,4.0,6.0,10.0,8.0,7.0,9.0,7.0,6,5.0,7.0,10.0,12,15.0,10.0,11.0,7.0,6.0,8.0,8.0,14.0,8,7.0,9.0,4.0,9.071428571428571,8.0,10.0,29.0,12.0,22.0,22.0,18.0,18
2019_06_19,12.2,8.0,7.0,10.0,12.2,5.0,9.0,26.0,13.0,11,16,17.0,16.0,12.666666666666666,12.666666666666666,10.0,12,8.0,8.0,18.0,3.0,12.0,12.276190476190477,13.0,16.0,12.0,19.0,11.0,14.0,17.0,12.0,7.0,4.0,7.0,10.0,7.0,7.0,10.0,8.0,7,5.0,7.6,11.0,15,14.0,12.0,10.0,8.0,8.0,10.0,11.0,9.0,9,8.0,11.0,9.0,10.0,6.0,13.0,22.0,12.0,22.0,22.0,20.0,20
2019_06_20,18.5,15.0,13.0,14.0,18.5,12.0,14.0,34.0,18.0,16,21,28.0,20.0,15.0,15.0,9.0,16,15.0,15.0,33.0,11.0,16.0,16.857142857142858,14.0,18.0,14.0,19.0,9.0,11.0,21.0,15.0,9.0,6.0,9.0,11.0,8.0,8.5,11.0,11.0,10,8.0,10.0,18.0,14,16.0,12.0,13.0,8.0,9.0,10.0,11.0,6.0,11,9.0,13.0,8.0,10.642857142857142,9.0,17.0,19.0,18.0,21.0,21.0,17.0,17
2019_06_21,19.8,19.0,14.0,14.0,19.8,12.0,16.0,34.0,21.0,18,25,25.0,23.0,19.0,17.0,20.0,16,14.0,14.0,23.0,14.0,13.0,18.164285714285715,13.0,20.0,19.0,20.0,12.0,14.0,20.0,16.5,13.0,9.0,9.0,10.0,9.0,9.25,13.0,14.0,11,15.0,11.0,21.0,15,15.0,14.0,13.0,11.0,10.0,10.0,7.0,12.0,13,10.0,14.0,12.0,11.928571428571429,11.0,14.0,14.0,13.0,14.0,14.0,10.0,10
2019_06_22,19.0,17.0,15.0,16.0,19.0,15.0,17.0,21.0,19.0,17,24,29.0,23.0,19.0,16.0,20.0,17,15.0,15.0,23.0,13.0,15.0,18.642857142857142,18.0,24.0,21.0,25.0,12.0,18.0,21.0,16.5,12.0,14.0,15.0,12.0,16.0,14.25,19.0,16.0,16,24.0,15.0,25.0,16,17.0,16.0,16.0,13.0,10.0,15.0,8.0,9.0,15,14.0,15.0,12.0,13.642857142857142,15.0,12.0,14.0,12.0,12.0,12.0,6.0,6
2019_06_23,18.4,17.0,14.0,16.0,18.400000000000002,12.0,17.0,21.0,20.0,15,23,29.0,24.0,18.5,14.0,19.0,17,15.0,15.0,19.0,11.0,17.0,18.010714285714286,16.0,23.0,17.0,25.0,12.0,21.0,23.0,20.0,17.0,11.0,13.0,9.0,14.0,11.75,14.0,14.0,11,16.0,13.0,18.0,19,17.0,19.0,16.0,15.0,14.0,15.0,7.0,10.0,18,19.0,16.0,15.0,15.428571428571429,16.0,14.0,13.0,9.0,10.0,10.0,4.0,4
2019_06_24,15.3,14.0,12.0,12.0,15.3,10.0,14.0,20.0,16.0,11,20,24.0,19.0,15.0,12.0,14.0,15,11.0,11.0,12.0,7.0,16.0,15.485714285714286,13.0,49.0,8.0,19.0,9.0,20.0,19.0,15.5,12.0,5.0,7.0,9.0,8.0,7.25,12.0,9.0,10,8.0,8.0,14.0,20,16.0,19.0,17.666666666666668,17.0,17.0,18.0,14.0,12.0,19,20.0,16.0,19.0,16.904761904761905,12.0,11.0,16.0,13.0,15.0,15.0,8.0,8
2019_06_25,17.4,16.0,11.0,12.0,17.400000000000002,12.0,13.0,32.0,18.0,15,20,25.0,21.0,17.0,17.0,17.0,13,11.0,11.0,14.0,14.0,10.0,8.0,13.0,19.0,9.0,19.0,7.0,13.0,19.0,15.0,11.0,6.0,5.0,9.0,6.0,6.5,8.0,8.0,6,8.0,9.0,16.0,17,14.0,14.0,14.0,15.0,11.0,13.0,9.0,9.0,15,14.0,15.0,10.0,12.785714285714286,9.0,11.0,25.0,12.0,17.0,17.0,12.0,12
2019_06_26,14.5,11.0,8.0,9.0,14.5,9.0,12.0,34.0,14.0,12,16,20.0,17.0,10.0,9.0,10.0,12,11.0,11.0,18.0,18.0,9.0,7.0,9.0,25.0,8.0,17.0,5.0,10.0,14.0,11.5,9.0,7.333333333333333,6.0,9.0,7.0,7.333333333333333,8.0,5.0,5,7.0,7.0,19.0,17,13.0,11.0,11.0,11.0,6.0,18.0,8.0,6.0,9,10.0,12.0,6.0,10.428571428571429,8.0,11.0,17.0,13.0,23.0,23.0,7.0,7
2019_06_27,18.8,17.0,9.0,12.0,18.8,13.0,14.0,42.0,20.0,17,19,25.0,18.5,16.0,12.0,16.0,13,13.0,13.0,21.0,14.0,8.0,7.0,8.0,21.5,6.0,17.0,6.0,10.0,13.0,9.5,6.0,8.0,7.0,12.0,7.0,8.5,12.0,9.0,7,6.0,8.0,14.0,12,7.0,7.0,10.0,9.0,6.0,25.0,10.0,4.0,8,7.0,8.0,4.0,8.714285714285714,5.0,16.0,21.0,21.0,21.0,21.0,10.0,12
2019_06_28,19.9,16.0,14.0,16.0,19.900000000000002,13.0,18.0,46.0,18.0,17,21,20.0,16.5,17.0,14.0,14.0,13,15.0,15.0,21.0,13.0,17.0,9.0,12.0,23.0,11.0,22.0,7.0,11.0,15.0,14.0,8.0,10.0,7.0,12.0,10.0,9.75,12.0,13.0,6,11.0,8.0,15.0,12,9.0,10.0,10.0,8.0,7.0,15.0,9.0,5.0,9,6.0,7.0,7.0,8.642857142857142,7.0,17.0,30.0,26.0,27.0,27.0,9.0,23
2019_06_30,13.9,9.0,9.0,13.0,13.9,8.0,14.0,20.0,14.0,11,16,25.0,13.0,10.0,11.0,11.0,12,10.0,10.0,13.0,7.0,9.0,8.0,10.0,24.5,10.0,16.0,7.0,12.0,17.0,14.0,9.0,7.0,9.0,10.0,10.0,9.0,13.0,9.0,8,7.0,7.0,11.0,13,8.0,12.0,9.0,7.0,8.0,12.0,6.0,5.0,8,5.0,8.0,7.0,8.214285714285714,7.0,20.0,33.0,22.0,34.0,34.0,11.0,22
2019_07_01,20.2,15.0,15.0,17.0,20.2,11.0,19.0,33.0,19.0,17,25,31.0,18.0,13.0,14.0,18.0,15,16.0,16.0,24.0,17.0,13.0,10.0,11.0,18.0,12.0,22.0,11.0,17.0,16.0,17.0,5.0,14.0,10.0,12.0,13.0,12.25,17.0,13.0,12,7.0,7.0,16.0,16,8.0,14.0,11.0,8.0,9.0,11.0,8.0,6.0,9,6.0,12.0,7.0,4.0,8.0,14.0,30.0,22.0,33.0,33.0,11.0,20
2019_07_02,25.2,24.0,17.0,21.0,25.2,16.0,22.0,34.0,26.0,28,29,35.0,26.0,19.0,22.0,22.0,14,19.0,19.0,27.0,15.0,16.0,17.0,17.0,22.0,13.0,24.0,13.0,20.0,18.0,20.0,10.0,13.0,13.0,11.0,12.333333333333334,12.333333333333334,17.0,14.0,10,14.0,10.0,18.0,23,19.0,17.0,12.0,15.0,13.0,12.0,10.0,9.0,10,6.0,18.0,11.0,7.0,10.0,19.0,34.0,28.0,40.0,40.0,14.0,26
2019_07_03,22.0,20.0,16.0,17.0,22.0,14.0,20.0,32.0,20.0,21,26,34.0,25.0,19.0,16.0,25.0,18,13.0,13.0,15.0,17.0,11.0,14.0,8.0,16.0,7.0,22.0,10.0,12.0,13.0,12.0,7.0,11.0,9.0,11.0,13.0,11.0,18.0,17.0,11,7.0,2.0,10.0,20,15.0,14.0,10.0,11.0,13.0,11.0,9.0,8.0,13,8.0,13.0,8.0,7.0,8.0,15.0,31.0,36.0,35.0,35.0,6.0,18
2019_07_04,21.0,20.0,15.0,16.0,21.0,14.0,20.0,33.0,21.0,19,24,28.0,23.0,16.0,17.0,16.0,16,15.0,15.0,8.0,15.0,12.0,8.0,10.0,19.0,9.0,18.0,7.0,10.0,13.0,15.0,7.0,14.0,10.0,12.0,12.0,12.0,14.0,12.0,9,13.0,6.0,15.0,22,14.0,11.0,10.0,9.0,9.0,16.0,13.0,6.0,11,9.0,11.0,3.0,5.0,7.0,16.0,24.0,28.0,26.0,26.0,8.0,18
2019_07_05,17.6,14.0,13.0,14.0,17.599999999999998,10.0,17.0,30.0,17.0,11,21,29.0,17.0,15.0,11.0,12.0,13,11.0,11.0,8.0,6.0,25.0,6.0,11.0,13.0,13.0,17.0,9.0,12.0,14.0,12.0,9.0,8.0,9.0,9.0,8.0,8.5,12.5,9.0,8,4.0,7.0,10.0,11,8.0,8.0,9.0,7.0,6.0,11.0,11.0,4.0,9,6.0,8.0,3.0,7.571428571428571,5.0,21.0,40.0,33.0,35.0,35.0,15.0,26
2019_07_06,23.4,21.0,19.0,21.0,23.4,9.0,25.0,32.0,22.0,19,31,35.0,22.0,16.0,18.0,20.0,16,18.0,18.0,14.0,11.0,21.0,9.0,11.0,23.0,10.0,22.0,12.0,11.0,17.0,17.0,17.0,12.0,13.0,13.0,12.0,12.5,12.0,12.0,12,9.0,7.0,14.0,13,6.0,7.0,12.0,8.0,7.0,11.0,11.0,4.0,10,6.0,7.0,7.0,6.0,6.0,26.0,32.0,13.0,30.0,30.0,14.0,24
2019_07_07,20.6,17.0,16.0,16.0,20.599999999999998,8.0,18.0,30.0,24.0,17,26,34.0,17.0,11.0,12.0,17.0,17,15.0,15.0,7.0,14.0,10.0,12.0,11.0,14.5,15.0,21.0,10.0,12.0,15.0,16.0,9.0,11.0,9.0,15.0,14.0,12.25,14.0,15.0,10,10.0,10.0,20.0,14,8.0,11.0,9.0,7.0,9.0,8.0,7.0,5.0,11,6.0,10.0,7.0,9.0,7.0,19.0,25.0,23.0,24.0,24.0,10.0,23
2019_07_08,18.5,16.0,14.0,15.0,18.5,12.0,15.0,35.0,18.0,15,24,21.0,16.0,10.0,12.0,13.0,15,15.0,15.0,12.0,13.0,16.0,13.0,14.0,21.0,13.0,24.0,9.0,13.0,16.0,16.0,12.0,11.0,9.0,12.0,8.0,10.0,13.5,12.0,11,13.0,9.0,21.0,16,11.0,10.0,9.0,12.0,9.0,10.0,9.0,6.0,12,8.0,14.0,5.0,7.0,10.0,17.0,31.0,18.0,22.0,22.0,11.0,19
2019_07_09,18.9,16.0,13.0,16.0,18.900000000000002,16.0,15.0,29.0,20.0,16,25,23.0,20.0,12.0,13.0,16.0,16,16.0,16.0,22.0,10.0,17.0,15.0,16.0,21.0,15.0,24.0,10.0,15.0,19.0,18.0,13.0,10.0,9.0,11.0,13.0,10.75,15.0,12.0,12,13.0,10.0,17.0,19,12.0,12.0,11.0,13.0,13.0,12.0,10.0,7.0,14,9.0,13.0,8.0,9.0,8.0,20.0,25.0,15.0,19.0,19.0,12.0,13
2019_07_10,21.5,20.0,17.0,18.0,21.5,12.0,16.0,36.0,23.0,20,27,26.0,23.0,13.0,19.0,18.0,16,17.0,17.0,26.0,12.0,15.0,14.0,13.0,20.0,11.0,22.0,12.0,15.0,18.0,16.0,14.0,11.0,9.0,11.0,13.0,11.0,17.0,11.0,10,11.0,12.0,19.0,17,11.0,13.0,9.0,11.0,12.0,12.0,11.0,7.0,16,11.0,13.0,7.0,8.0,9.0,21.0,21.0,15.0,20.0,20.0,12.0,14
2019_07_11,20.2,19.0,14.0,17.0,20.2,14.0,18.0,35.0,19.0,16,24,26.0,28.0,17.0,21.0,22.0,16,15.0,15.0,28.0,17.0,19.0,12.0,17.0,22.0,14.0,25.0,12.0,17.0,20.0,19.0,12.0,12.0,10.0,15.0,11.0,12.0,15.0,16.0,11,12.0,13.0,23.0,16,11.0,8.0,9.0,8.0,8.0,10.0,11.0,7.0,12,8.0,11.0,7.0,6.0,10.0,23.0,23.0,11.0,15.0,15.0,12.0,18
2019_07_12,18.4,16.0,14.0,14.0,18.400000000000002,11.0,15.0,31.0,20.0,15,24,24.0,22.0,16.0,16.0,19.0,16,14.0,14.0,24.0,14.0,16.0,13.0,17.0,25.0,15.0,26.0,12.0,17.0,20.0,19.0,11.0,14.0,10.0,19.0,15.0,14.5,16.0,15.0,15,17.0,11.0,21.0,17,12.0,13.0,12.0,10.0,10.0,10.0,11.0,7.0,14,9.0,12.0,6.0,7.0,10.0,20.0,22.0,10.0,14.0,14.0,11.0,15
2019_07_13,18.7,17.0,13.0,14.0,18.7,12.0,16.0,32.0,20.0,16,23,24.0,19.0,18.0,17.0,17.0,16,13.0,13.0,24.0,16.0,14.0,15.0,15.0,18.0,14.0,21.0,10.0,19.0,19.0,22.0,11.0,12.0,9.0,12.0,11.0,11.0,16.0,14.0,11,14.0,11.0,21.0,16,10.0,10.0,10.0,10.0,9.0,11.0,8.0,5.0,14,10.0,11.0,7.0,6.0,7.0,23.0,27.0,12.0,20.0,20.0,15.0,13
2019_07_14,15.3,12.0,13.0,13.0,15.3,10.0,13.0,22.0,17.0,12,19,22.0,16.0,11.0,12.0,18.0,14,12.0,12.0,25.0,11.0,9.0,11.0,10.0,14.0,11.0,18.0,10.0,10.0,16.0,14.0,9.0,13.0,8.0,12.0,7.0,10.0,13.0,13.0,12,15.0,12.0,20.0,12,7.0,8.0,11.0,9.0,6.0,7.0,6.0,4.0,10,6.0,8.0,4.0,4.0,6.0,15.0,18.0,17.0,20.0,20.0,7.0,9
2019_07_15,15.9,14.0,9.0,13.0,15.9,11.0,12.0,26.0,17.0,13,20,24.0,17.0,15.0,13.0,14.0,13,13.0,13.0,19.0,15.0,10.0,10.0,12.0,15.0,8.0,16.0,8.0,14.0,14.0,16.0,9.0,9.0,9.0,11.0,8.0,9.25,9.0,12.0,6,14.0,10.0,16.0,14,9.0,10.0,12.0,8.0,8.0,7.0,6.0,5.0,10,6.0,10.0,4.0,5.0,6.0,13.0,16.0,12.0,13.0,13.0,5.0,7
2019_07_16,15.5,14.0,9.0,12.0,15.5,8.0,12.0,24.0,18.0,13,21,24.0,17.0,12.0,11.0,13.75,15,10.0,10.0,23.0,11.0,8.0,9.0,10.0,16.0,11.0,18.0,9.0,11.0,17.0,13.0,10.0,7.0,5.0,12.0,5.0,7.25,8.0,11.0,8,10.0,9.0,17.0,15,8.0,9.0,12.0,9.0,8.0,13.0,9.0,6.0,11,9.0,10.0,5.0,7.0,6.0,13.0,16.0,14.0,13.0,13.0,3.0,7
2019_07_17,14.4,12.0,9.0,12.0,14.4,9.0,10.0,25.0,17.0,11,19,20.0,15.0,10.0,8.0,12.0,11,10.0,10.0,15.0,9.0,8.0,7.0,11.0,19.0,11.0,14.0,9.0,15.0,17.0,15.0,9.0,5.0,6.0,12.0,5.0,7.0,9.0,14.0,7,10.0,6.0,12.0,14,8.0,12.0,15.0,9.0,9.0,13.0,11.0,7.0,13,8.0,11.0,6.0,7.0,8.0,10.0,14.0,16.0,14.0,14.0,5.0,10
2019_07_18,14.1,13.0,9.0,11.0,14.1,5.0,12.0,28.0,15.0,11,17,20.0,16.0,11.0,9.0,20.0,12,10.0,10.0,17.0,8.0,8.0,6.0,11.0,14.0,10.0,13.0,9.0,19.0,21.0,18.0,12.0,7.0,6.0,11.0,7.0,7.75,10.0,9.0,6,10.0,9.0,12.0,14,11.0,13.0,14.0,10.0,12.0,11.0,9.0,6.0,16,10.0,12.0,12.0,9.0,9.0,8.0,15.0,24.0,26.0,26.0,5.0,9
2019_07_19,15.0,13.0,8.0,12.0,15.0,8.0,12.0,29.0,16.0,11,20,21.0,15.0,12.0,10.0,21.0,12,10.0,10.0,20.0,11.0,10.0,9.0,11.0,14.0,9.0,10.0,9.0,15.0,19.0,17.0,14.0,9.0,6.0,13.0,7.0,8.75,9.0,7.0,6,8.0,9.0,12.0,15,10.0,14.0,13.0,10.0,13.0,12.0,8.0,8.0,16,10.0,10.0,10.0,9.0,10.0,7.0,26.0,13.0,23.0,23.0,6.0,16
2019_07_20,16.6,12.0,11.0,12.0,16.599999999999998,13.0,14.0,24.0,17.0,13,22,28.0,16.0,16.0,7.0,20.0,11,12.0,12.0,18.0,13.0,17.0,6.0,11.0,12.0,8.0,10.0,8.0,16.0,17.0,14.0,15.0,8.0,5.0,11.0,5.0,7.25,9.0,7.0,6,9.0,7.725,10.0,16,10.0,13.0,11.0,9.0,11.0,11.0,7.0,10.0,15,9.0,12.0,9.0,7.0,8.0,9.0,39.0,20.0,27.0,27.0,5.0,17
2019_07_21,9.0,6.0,6.0,7.0,9.0,5.0,8.0,16.0,10.0,6,13,13.0,13.0,9.0,5.0,12.0,12,6.0,6.0,12.0,5.0,6.0,4.0,7.0,13.0,10.0,8.0,7.0,13.0,17.0,13.0,7.0,6.0,6.0,12.0,4.0,7.0,10.0,6.0,7,6.0,7.2,8.0,13,8.0,12.0,10.0,9.0,11.0,9.0,8.0,6.0,15,9.0,11.0,10.0,8.0,6.0,11.0,27.0,21.0,29.0,29.0,7.0,17
2019_07_22,14.444444444444445,12.0,14.444444444444446,11.0,14.444444444444445,8.0,12.0,22.0,14.0,10,19,22.0,18.0,14.0,8.0,17.0,13,11.0,11.0,19.0,9.0,12.0,11.0,11.0,18.0,10.0,13.0,8.0,15.0,17.0,13.0,7.0,12.0,8.0,10.0,12.0,10.5,11.0,6.0,9,9.0,10.05,13.0,12,7.0,10.0,13.0,6.0,6.0,7.0,6.0,3.0,9,5.0,9.0,6.0,5.0,6.0,12.0,28.0,20.0,28.0,28.0,8.0,22
2019_07_23,18.4,17.0,11.0,14.0,18.400000000000002,12.0,15.0,34.0,18.0,15,20,28.0,19.0,17.0,14.0,27.0,12,14.0,14.0,22.0,14.0,11.0,12.0,16.45714285714286,19.0,12.0,12.0,8.0,13.0,19.0,18.0,10.0,13.0,9.0,11.0,11.0,11.0,15.0,13.0,9,10.0,9.0,14.0,14,9.0,10.0,9.0,9.0,5.0,7.0,8.0,4.0,9,4.0,11.0,7.0,6.0,9.0,14.0,28.0,15.0,21.0,21.0,9.0,20
2019_07_24,19.555555555555557,22.0,16.0,16.0,19.555555555555554,12.0,20.0,19.555555555555557,23.0,17,26,24.0,22.0,19.0,20.0,29.0,18,15.0,15.0,24.0,13.0,14.0,12.0,17.595238095238095,18.0,10.0,12.0,8.0,9.0,17.0,15.0,7.0,12.0,7.0,13.0,9.0,10.25,10.0,13.0,13,10.0,7.0,15.0,13,9.0,10.0,9.0,7.0,5.0,6.0,8.0,3.0,7,5.0,10.0,6.0,6.0,6.0,20.0,23.0,12.0,16.0,16.0,14.0,13
2019_07_25,17.3,17.0,10.0,14.0,17.3,8.0,14.0,35.0,17.0,13,20,25.0,19.0,16.0,15.0,25.0,20,16.0,16.0,20.0,17.0,11.0,9.0,15.592857142857143,14.0,6.0,12.0,7.0,6.0,14.0,12.0,6.0,12.0,6.0,12.0,8.0,9.5,11.0,10.0,9,10.0,6.0,13.0,13,9.0,8.0,11.0,5.0,6.0,6.0,4.0,3.0,7,3.0,9.0,7.0,6.0,4.0,19.0,31.0,17.0,20.0,20.0,12.0,16
2019_07_26,21.5,16.0,17.0,15.0,21.5,16.0,21.0,37.0,21.0,16,26,30.0,26.0,21.0,18.0,31.0,23,16.0,16.0,20.0,14.0,13.0,11.0,12.0,25.0,8.0,12.0,8.0,8.0,13.0,14.0,5.0,14.0,8.0,12.0,9.0,10.75,13.0,15.0,14,13.0,9.0,14.0,14,10.0,9.0,7.0,6.0,6.0,5.0,6.0,4.0,7,4.0,12.0,9.0,6.0,7.0,23.0,25.0,16.0,23.0,23.0,13.0,18
