Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,17T,18T,19T,14T,27T,20T,21T,24T,25T,26T,79T,46T,72T,29T,30T,31T,32T,33T,34T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,80T
2018_04_16,16.0,,,22.0,28.0,,24.0,18.0,26,,24.0,,,24.0,,9.0,,,21.0,,17.0,27.0,30.0,,,13.0,,19.0,,,,18.0,64.0,61.0,,,,38.0,,,,,,30.0,,,,83.0,,9.0,13.0,18,10.0
2018_04_17,10.0,,,14.0,21.0,,19.0,13.0,16,,21.0,,,21.0,,14.0,,,24.0,,18.0,19.0,23.0,,,9.0,,15.0,,,,12.0,33.0,33.0,,,,24.0,,,,,,13.0,,,,55.0,,10.0,17.0,18,13.0
2018_04_18,19.0,,,21.0,32.0,,31.0,25.0,32,,33.0,,,26.0,,,,,24.0,,32.0,25.0,37.0,,,10.0,,20.0,,,,23.0,27.0,25.0,,,,22.0,,,,,,12.0,,,,43.0,,10.0,18.0,23,11.0
2018_04_19,12.0,,,16.0,26.0,,22.0,16.0,20,,28.0,,,21.0,,,,,37.0,,28.0,28.0,23.0,,,11.0,,23.0,,,,27.0,35.0,34.0,,,,41.0,,,,,,21.0,,,,48.0,,11.0,20.0,24,12.0
2018_04_20,9.0,,,14.0,22.0,,20.0,14.0,17,,22.0,,,32.0,,12.0,,,27.0,,26.0,19.0,41.0,,,12.0,,20.0,,,,22.0,46.0,50.0,,,,50.0,,,,,,25.0,,,,18.0,,12.0,18.0,24,15.0
2018_04_21,11.0,,,17.0,23.0,,22.0,16.0,19,,24.0,,,31.0,,17.0,,,31.0,,23.0,26.0,50.0,,,14.0,,20.0,,,,23.0,56.0,57.0,,,,63.0,,,,,,34.0,,,,52.0,,12.0,17.0,21,14.0
2018_04_22,9.0,,,13.0,20.0,,17.0,14.0,15,,21.0,,,18.0,,13.0,,,26.0,,22.0,25.0,57.0,,,11.0,,19.0,,,,17.0,76.0,80.0,,,,72.0,,,,,,45.0,,,,46.0,,13.0,16.0,20,14.0
2018_04_23,13.0,,,20.0,26.0,,27.0,21.0,23,,26.0,,,18.0,,18.0,,,31.0,,23.0,31.0,47.0,,,11.0,,17.0,,,,21.0,75.0,73.0,,,,67.0,,,,,,60.0,,,,39.0,,15.0,18.0,22,18.0
2018_04_24,11.0,,,18.0,22.0,,23.0,16.0,20,,26.0,,,19.0,,20.0,,,28.0,,24.0,32.0,50.0,,,12.0,,18.0,,,,18.0,85.0,82.0,,,,73.0,,,,,,63.0,,,,36.0,,17.0,18.0,21,13.0
2018_04_25,16.0,,,22.0,28.0,,28.0,22.0,24,,31.0,,,25.0,,24.0,,,28.0,,28.0,28.0,29.0,,,9.0,,17.0,,,,21.0,69.0,71.0,,,,58.0,,,,,,38.0,,,,34.0,,18.0,10.0,14,
2018_04_26,13.0,,,18.0,22.0,,24.0,19.0,19,,28.0,,,22.0,,23.0,,,31.0,,29.0,33.0,38.0,,,7.0,,17.0,,,,19.0,44.0,45.0,,,,30.0,,,,,,16.0,,,,35.0,,15.0,9.0,12,9.0
2018_04_27,14.0,,,17.0,22.0,,24.0,21.0,23,,27.0,,,22.0,,32.0,,,27.0,,12.0,13.0,50.0,,,10.0,,18.0,,,,10.0,38.0,37.0,,,,24.0,,,,,,15.0,,,,49.0,,13.0,10.0,15,11.0
2018_04_28,12.0,,,13.0,21.0,,21.0,18.0,22,,24.0,,,26.0,,21.0,,,16.0,,9.0,10.0,28.0,,,9.0,,21.0,,,,8.0,32.0,34.0,,,,16.0,,,,,,10.0,,,,32.0,,12.0,,15,14.0
2018_04_29,15.0,,,17.0,26.0,,25.0,21.0,26,,28.0,,,26.0,,24.0,,,28.0,,15.0,10.0,29.0,,,10.0,,10.0,,,,13.0,25.0,22.0,,,,11.0,,,,,,9.0,,,,16.0,,13.0,15.0,14,14.0
2018_04_30,8.0,,,13.0,19.0,,19.0,17.0,15,,21.0,,,19.0,,11.0,,,22.0,,11.0,11.0,34.0,,,6.0,,10.0,,,,8.0,25.0,17.0,,,,12.0,,,,,,9.0,,,,17.0,,14.0,12.0,14,12.0
2018_05_01,4.0,,,9.0,13.0,,13.0,10.0,11,,10.0,,,14.0,,9.0,,,13.0,,5.0,8.0,32.0,,,12.0,,9.0,,,,6.0,18.0,16.0,,,,13.0,,,,,,8.0,,,,15.0,,13.0,11.0,16,11.0
2018_05_02,4.0,,,8.0,16.0,,15.0,12.0,11,,10.0,,,14.0,,18.0,,,20.0,,7.0,6.0,16.0,,,6.0,,11.0,,,,9.0,11.0,9.0,,,,9.0,,,,,,5.0,,,,15.0,,8.0,14.0,18,12.0
2018_05_03,9.0,,,14.0,19.0,,21.0,18.0,18,,18.0,,,17.0,,25.0,,,28.0,,5.0,7.0,23.0,,,7.0,,13.0,,,,11.0,13.0,10.0,,,,9.0,,,,,,4.0,,,,12.0,,14.0,12.0,16,12.0
2018_05_04,12.0,,,12.0,22.0,,22.0,18.0,21,,21.0,,,26.0,,17.0,,,31.0,,6.0,7.0,21.0,,,10.0,,18.0,,,,8.0,15.0,15.0,,,,11.0,,,,,,6.0,,,,9.0,,10.0,18.0,18,9.0
2018_05_05,19.0,,,10.0,17.0,,16.0,14.0,18,,15.0,,,16.0,,14.0,,,20.0,,7.0,,19.0,,,6.0,,13.0,,,,11.0,18.0,15.0,,,,13.0,,,,,,8.0,,,,13.0,,10.0,15.0,19,13.0
2018_05_06,4.0,,,10.0,17.0,,16.0,13.0,16,,12.0,,,13.0,,9.0,,,21.0,,6.0,,25.0,,,10.0,,13.0,,,,10.0,25.0,22.0,,,,17.0,,,,,,13.0,,,,16.0,,12.0,16.0,24,15.0
2018_05_07,11.0,,,15.0,19.0,,18.0,17.0,17,,13.0,,,16.0,,14.0,,,20.0,,7.0,,21.0,,,7.0,,12.0,,,,11.0,36.0,33.0,,,,25.0,,,,,,17.0,,,,16.0,,17.0,14.0,19,11.0
2018_05_08,19.0,,,18.0,22.0,,22.0,20.0,19,,26.0,,,,,15.0,,,26.0,,10.0,13.0,29.0,,,5.0,,12.0,,,,9.0,40.0,38.0,,,,32.0,,,,,,24.0,,,,21.0,,15.0,18.0,16,15.0
2018_05_09,13.0,,,15.0,17.0,,19.0,17.0,19,,20.0,,,15.0,,14.0,,,22.0,,16.0,16.0,36.0,,,6.0,,13.0,,,,12.0,41.0,41.0,,,,35.0,,,,,,33.0,,,,22.0,,21.0,20.0,21,14.0
2018_05_10,10.0,,,14.0,17.0,,17.0,15.0,15,,23.0,,,12.0,,13.0,,,25.0,,14.0,19.0,37.0,,,6.0,,16.0,,,,10.0,20.0,34.0,,,,29.0,,,,,,32.0,,,,21.0,,17.0,18.0,19,15.0
2018_05_11,14.0,,,14.0,18.0,,19.0,18.0,19,,25.0,,,20.0,,24.0,,,14.0,,14.0,10.0,24.0,,,10.0,,16.0,,,,10.0,19.0,27.0,,,,13.0,,,,,,19.0,,,,18.0,,18.0,25.0,26,16.0
2018_05_12,21.0,,,20.0,27.0,,28.0,26.0,29,,31.0,,,26.0,,38.0,,,23.0,,10.0,9.0,20.0,,,13.0,,27.0,,,,11.0,15.0,25.0,,,,17.0,,,,,,13.0,,,,17.0,,13.0,18.0,23,16.0
2018_05_13,22.0,,,20.0,26.0,,23.0,20.0,28,,29.0,,,19.0,,21.0,,,28.0,,11.0,8.0,19.0,,,15.0,,21.0,,,,12.0,25.0,21.0,,,,16.0,,,,,,10.0,,,,14.0,,13.0,19.0,21,13.0
2018_05_14,18.0,,,16.0,20.0,,22.0,17.0,22,,24.0,,,25.0,,13.0,,,25.0,,9.0,12.0,24.0,,,14.0,,18.0,,,,12.0,24.0,22.0,,,,18.0,,,,,,11.0,,,,10.0,,13.0,17.0,19,12.0
2018_05_15,20.0,,,22.0,26.0,,28.0,23.0,26,,30.0,,,21.0,,,,,28.0,,13.0,14.0,25.0,,,13.0,,20.0,,,,16.0,28.0,24.0,,,,15.0,,,,,,14.0,,,,16.0,,13.0,13.0,19,11.0
2018_05_16,10.0,,,14.0,19.0,,18.0,15.0,19,,20.0,,,15.0,,13.0,,,37.0,,9.0,9.0,27.0,,,14.0,,20.0,,,,21.0,30.0,23.0,,,,20.0,,,,,,,,,,18.0,,18.0,10.0,14,10.0
2018_05_17,10.0,,,10.0,16.0,,16.0,12.0,14,,20.0,,,16.0,,10.0,,,24.0,,15.0,13.0,28.0,,,12.0,,17.0,,,,23.0,22.0,19.0,,,,14.0,,,,,,5.0,,,,14.0,,13.0,11.0,12,10.0
2018_05_18,11.0,,,12.0,19.0,,20.0,14.0,18,,22.0,,,21.0,,9.0,,,26.0,,11.0,13.0,19.0,,,14.0,,22.0,,,,14.0,15.0,16.0,,,,15.0,,,,,,,,,,11.0,,18.0,10.0,13,11.0
2018_05_19,13.0,,,15.0,18.0,,,17.0,17,,24.0,,,18.0,,19.0,,,25.0,,12.0,9.0,20.0,,,12.0,,19.0,,,,19.0,22.0,19.0,,,,12.0,,,,,,5.0,,,,13.0,,17.0,10.0,16,10.0
2018_05_20,17.0,,,22.0,26.0,,,19.0,28,,30.0,,,19.0,,23.0,,,24.0,,9.0,9.0,23.0,,,12.0,,20.0,,,,11.0,23.0,22.0,,,,16.0,,,,,,,,,,15.0,,13.0,11.0,14,8.0
2018_05_21,16.0,,,20.0,24.0,,24.0,19.0,20,,27.0,,,23.0,,11.0,,,22.0,,11.0,11.0,20.0,,,13.0,,20.0,,,,12.0,23.0,26.0,,,,16.0,,,,,,11.0,,,,12.0,,16.0,15.0,19,11.0
2018_05_22,18.0,,,19.0,22.0,,25.0,25.0,21,,36.0,,,18.0,,30.0,,,27.0,,8.0,7.0,19.0,,,10.0,,19.0,,,,14.0,14.0,16.0,,,,9.0,,,,,,10.0,,,,10.0,,19.0,15.0,19,9.0
2018_05_23,18.0,,,17.0,22.0,,25.0,27.0,19,,35.0,,,20.0,,34.0,,,26.0,,22.0,17.0,20.0,,,12.0,,20.0,,,,11.0,18.0,18.0,,,,17.0,,,,,,8.0,,,,10.0,,13.0,11.0,16,8.0
2018_05_24,11.0,,,8.0,16.0,,16.0,13.0,12,,21.0,,,15.0,,9.0,,,19.0,,9.0,10.0,17.0,,,8.0,,15.0,,,,8.0,13.0,12.0,,,,14.0,,,,,,8.0,,,,9.0,,14.0,7.0,14,9.0
2018_05_25,9.0,,,12.0,14.0,,15.0,14.0,12,,20.0,,,11.0,,15.0,,,18.0,,6.0,8.0,16.0,,,5.0,,12.0,,,,12.0,13.0,12.0,,,,10.0,,,,,,13.0,,,,7.0,,11.0,9.0,14,10.0
2018_05_26,10.0,,,13.0,14.0,,15.0,19.0,16,,21.0,,,14.0,,23.0,,,23.0,,5.0,6.0,15.0,,,6.0,,12.0,,,,13.0,14.0,14.0,,,,11.0,,,,,,6.0,,,,7.0,,10.0,10.0,15,6.0
2018_05_27,13.0,,,13.0,17.0,,19.0,16.0,17,,24.0,,,14.0,,29.0,,,16.0,,6.0,6.0,14.0,,,5.0,,13.0,,,,9.0,11.0,7.0,,,,9.0,,,,,,5.0,,,,8.0,,16.0,10.0,15,7.0
2018_05_28,16.0,,,18.0,22.0,,22.0,21.0,21,,28.0,,,17.0,,19.0,,,22.0,,10.0,6.0,14.0,,,11.0,,15.0,,,,15.0,11.0,12.0,,,,8.0,,,,,,5.0,,,,5.0,,9.0,12.0,14,8.0
2018_05_29,10.0,,,9.0,14.0,,14.0,12.0,12,,19.0,,,14.0,,9.0,,,21.0,,7.0,10.0,14.0,,,6.0,,15.0,,,,6.0,11.0,10.0,,,,8.0,,,,,,4.0,,,,6.0,,11.0,9.0,12,7.0
2018_05_30,16.0,,,11.0,15.0,,16.0,12.0,13,,20.0,,,18.0,,7.0,,,18.0,,8.0,11.0,16.0,,,6.0,,16.0,,,,15.0,11.0,11.0,,,,6.0,,,,,,5.0,,,,5.0,,14.0,13.0,14,9.0
2018_05_31,13.0,,,17.0,22.0,,24.0,20.0,22,,25.0,,,15.0,,26.0,,,27.0,,9.0,8.0,19.0,,,9.0,,15.0,,,,18.0,11.0,16.0,,,,8.0,,,,,,5.0,,,,10.0,,19.0,9.0,15,12.0
2018_06_01,14.0,,,11.0,17.0,,18.0,16.0,17,,23.0,,,24.0,,15.0,,,27.0,,10.0,7.0,15.0,,,14.0,,16.0,,,,19.0,11.0,32.0,,,,7.0,,,,,,6.0,,,,9.0,,14.0,10.0,17,10.0
2018_06_02,12.0,,,10.0,17.0,,17.0,15.0,16,,21.0,,,18.0,,17.0,,,30.0,,5.0,7.0,20.0,,,16.0,,15.0,,,,25.0,9.0,32.0,,,,7.0,,,,,,7.0,,,,7.0,,14.0,12.0,14,10.0
2018_06_03,11.0,,,10.0,14.0,,14.0,12.0,13,,21.0,,,14.0,,11.0,,,20.0,,5.0,6.0,22.0,,,12.0,,12.0,,,,12.0,12.0,48.0,,,,8.0,,,,,,9.0,,,,9.0,,15.0,14.0,16,12.0
2018_06_04,9.0,,,8.0,14.0,,14.0,12.0,14,,18.0,,,13.0,,12.0,,,19.0,,5.0,6.0,25.0,,,5.0,,12.0,,,,13.0,14.0,41.0,,,,7.0,,,,,,10.0,,,,9.0,,16.0,16.0,18,15.0
2018_06_05,10.0,,,7.0,12.0,,15.0,13.0,11,,18.0,,,12.0,,13.0,,,18.0,,8.0,7.0,18.0,,,7.0,,10.0,,,,10.0,14.0,26.0,,,,10.0,,,,,,9.0,,,,10.0,,20.0,17.0,20,14.0
2018_06_06,14.0,,,11.0,15.0,,17.0,17.0,16,,21.0,,,14.0,,19.0,,,18.0,,7.0,7.0,15.0,,,6.0,,12.0,,,,9.0,13.0,22.0,,,,7.0,,,,,,8.0,,,,8.0,,23.0,17.0,27,15.0
2018_06_07,13.0,,,11.0,14.0,,16.0,15.0,13,,18.0,,,12.0,,14.0,,,12.0,,8.0,5.0,11.0,,,4.0,,9.0,,,,10.0,,12.0,,,,7.0,,,,,,7.0,,,,7.0,,23.0,17.0,33,20.0
2018_06_08,13.0,,,8.0,14.0,,15.0,11.0,11,,18.0,,,14.0,,12.0,,,14.0,,6.0,6.0,10.0,,,4.0,,8.0,,,,11.0,12.0,9.0,,,,6.0,,,,,,8.0,,,,6.0,,18.0,17.0,27,20.0
2018_06_09,8.0,,,9.0,15.0,,13.0,12.0,12,,15.0,,,16.0,,8.0,,,9.0,,8.0,6.0,13.0,,,5.0,,12.0,,,,8.0,10.0,11.0,,,,7.0,,,,,,7.0,,,,6.0,,16.0,18.0,25,21.0
2018_06_10,8.0,,,7.0,14.0,,12.0,12.0,13,,22.0,,,9.0,,8.0,,,13.0,,9.0,10.0,16.0,,,6.0,,12.0,,,,16.0,11.0,10.0,,,,6.0,,,,,,6.0,,,,8.0,,27.0,24.0,28,28.0
2018_06_11,8.0,,,10.0,14.0,,12.0,10.0,10,,18.0,,,12.0,,7.0,,,11.0,,9.0,8.0,15.0,,,9.0,,14.0,,,,15.0,,10.0,,,,4.0,,,,,,6.0,,,,9.0,,33.0,25.0,36,27.0
2018_06_12,7.0,,,7.0,13.0,,11.0,9.0,10,,16.0,,,9.0,,6.0,,,11.0,,7.0,9.0,15.0,,,9.0,,12.0,,,,11.0,9.0,9.0,,,,7.0,,,,,,,,,,9.0,,29.0,33.0,38,28.0
2018_06_13,10.0,,,7.0,15.0,,13.0,11.0,10,,15.0,,,10.0,,8.0,,,15.0,,8.0,10.0,16.0,,,10.0,,13.0,,,,12.0,11.0,12.0,,,,8.0,,,,,,7.0,,,,12.0,,29.0,32.0,32,22.0
2018_06_14,11.0,,,10.0,14.0,,14.0,12.0,11,,17.0,,,11.0,,10.0,,,20.0,,9.0,9.0,15.0,,,5.0,,13.0,,,,12.0,15.0,16.0,,,,11.0,,,,,,9.0,,,,12.0,,26.0,27.0,27,23.0
2018_06_15,9.0,,,14.0,16.0,,18.0,15.0,13,,19.0,,,13.0,,11.0,,,15.0,,8.0,9.0,15.0,,,7.0,,14.0,,,,12.0,14.0,15.0,,,,13.0,,,,,,,,,,11.0,,27.0,32.0,35,28.0
2018_06_16,14.0,,,14.0,17.0,,17.0,16.0,15,,20.0,,,19.0,,14.0,,,16.0,,9.0,11.0,15.0,,,6.0,,30.0,,,,11.0,19.0,22.0,,,,13.0,,,,,,10.0,,,,13.0,,26.0,26.0,27,16.0
2018_06_17,15.0,,,12.0,17.0,,20.0,16.0,14,,20.0,,,12.0,,23.0,,,15.0,,8.0,11.0,19.0,,,8.0,,29.0,,,,12.0,29.0,29.0,,,,20.0,,,,,,13.0,,,,12.0,,9.0,12.0,12,5.0
2018_06_18,15.0,,,18.0,19.0,,22.0,23.0,19,,26.0,,,21.0,,18.0,,,17.0,,16.0,20.0,25.0,,,13.0,,16.0,,,,17.0,34.0,34.0,,,,21.0,,,,,,19.0,,,,17.0,,12.0,14.0,11,5.0
2018_06_19,21.0,,,21.0,23.0,,24.0,23.0,22,,27.0,,,26.0,,19.0,,,15.0,,15.0,14.0,24.0,,,10.0,,18.0,,,,14.0,28.0,34.0,,,,18.0,,,,,,5.0,,,,18.0,,8.0,18.0,11,5.0
2018_06_20,12.0,,,10.0,16.0,,15.0,13.0,14,,19.0,,,12.0,,12.0,,,23.0,,12.0,11.0,21.0,,,10.0,,13.0,,,,16.0,20.0,21.0,,,,12.0,,,,,,12.0,,,,14.0,,9.0,10.0,15,6.0
2018_06_21,13.0,,,13.0,17.0,,15.0,16.0,14,,20.0,,,15.0,,10.0,,,16.0,,12.0,14.0,18.0,,,10.0,,15.0,,,,14.0,14.0,16.0,,,,9.0,,,,,,10.0,,,,10.0,,14.0,11.0,19,11.0
2018_06_22,18.0,,,22.0,22.0,,22.0,21.0,21,,26.0,,,16.0,,18.0,,,25.0,,17.0,16.0,21.0,,,11.0,,17.0,,,,21.0,15.0,15.0,,,,11.0,,,,,,8.0,,,,14.0,,16.0,14.0,23,13.0
2018_06_23,22.0,,,19.0,23.0,,22.0,24.0,22,,28.0,,,18.0,,21.0,,,24.0,,15.0,17.0,21.0,,,14.0,,19.0,,,,24.0,14.0,14.0,,,,10.0,,,,,,8.0,,,,12.0,,10.0,17.0,12,13.0
2018_06_24,17.0,,,14.0,20.0,,19.0,17.0,18,,25.0,,,21.0,,16.0,,,21.0,,11.0,8.0,15.0,,,10.0,,18.0,,,,21.0,12.0,14.0,,,,11.0,,,,,,6.0,,,,2.0,,17.0,14.0,14,11.0
2018_06_25,13.0,,,7.0,14.0,,15.0,13.0,14,,20.0,,,14.0,,15.0,,,23.0,,9.0,9.0,17.0,,,7.0,,13.0,,,,16.0,15.0,16.0,,,,10.0,,,,,,7.0,,,,4.0,,10.0,12.0,14,8.0
2018_06_26,11.0,,,15.0,15.0,,18.0,18.0,14,,23.0,,,15.0,,18.0,,,26.0,,14.0,11.0,16.0,,,9.0,,16.0,,,,14.0,13.0,12.0,,,,9.0,,,,,,4.0,,,,3.0,,16.0,13.0,15,11.0
2018_06_27,14.0,,,14.0,17.0,,19.0,18.0,17,,25.0,,,19.0,,22.0,,,19.0,,15.0,8.0,17.0,,,6.0,,16.0,,,,16.0,10.0,11.0,,,,7.0,,,,,,4.0,,,,3.0,,11.0,12.0,21,10.0
2018_06_28,13.0,,,13.0,18.0,,19.0,19.0,20,,23.0,,,19.0,,25.0,,,24.0,,11.0,6.0,13.0,,,11.0,,15.0,,,,11.0,11.0,9.0,,,,6.0,,,,,,4.0,,,,,,18.0,16.0,22,14.0
2018_06_30,10.0,,,12.0,16.0,,14.0,18.0,17,,19.0,,,10.0,,13.0,,,15.0,,7.0,7.0,16.0,,,4.0,,11.0,,,,14.0,13.0,16.0,,,,,,,,,,8.0,,,,5.0,,16.0,10.0,18,16.0
2018_07_01,7.0,,,9.0,13.0,,16.0,13.0,15,,19.0,,,11.0,,12.0,,,14.0,,6.0,9.0,14.0,,,8.0,,10.0,,,,10.0,12.0,15.0,,,,5.0,,,,,,10.0,,,,,,17.0,18.0,21,11.0
2018_07_02,9.0,,,8.0,11.0,,14.0,12.0,13,,18.0,,,12.0,,10.0,,,15.0,,7.0,7.0,15.0,,,5.0,,10.0,,,,13.0,15.0,11.0,,,,8.0,,,,,,6.0,,,,4.0,,19.0,13.0,18,10.0
2018_07_03,13.0,,,11.0,14.0,,15.0,14.0,14,,20.0,,,14.0,,15.0,,,10.0,,11.0,7.0,13.0,,,7.0,,11.0,,,,10.0,16.0,13.0,,,,11.0,,,,,,7.0,,,,5.0,,20.0,12.0,20,10.0
2018_07_04,13.0,,,10.0,12.0,,14.0,11.0,13,,21.0,,,15.0,,14.0,,,15.0,,6.0,6.0,12.0,,,6.0,,9.0,,,,10.0,15.0,12.0,,,,9.0,,,,,,9.0,,,,4.0,,24.0,14.0,28,16.0
2018_07_05,10.0,,,9.0,15.0,,16.0,14.0,12,,19.0,,,9.0,,15.0,,,15.0,,8.0,7.0,17.0,,,6.0,,10.0,,,,11.0,13.0,34.0,,,,7.0,,,,,,9.0,,,,3.0,,18.0,15.0,30,11.0
2018_07_06,13.0,,,13.0,15.0,,16.0,13.0,14,,20.0,,,12.0,,14.0,,,13.0,,5.0,7.0,17.0,,,7.0,,11.0,,,,10.0,14.0,11.0,,,,6.0,,,,,,8.0,,,,4.0,,16.0,20.0,27,9.0
2018_07_07,15.0,,,16.0,16.0,,20.0,17.0,17,,22.0,,,14.0,,19.0,,,15.0,,9.0,10.0,16.0,,,8.0,,14.0,,,,12.0,13.0,10.0,,,,6.0,,,,,,6.0,,,,8.0,,22.0,21.0,27,18.0
2018_07_08,19.0,,,20.0,22.0,,23.0,23.0,22,,25.0,,,23.0,,20.0,,,24.0,,15.0,16.0,21.0,,,10.0,,16.0,,,,21.0,15.0,16.0,,,,10.0,,,,,,5.0,,,,9.0,,21.0,16.0,25,16.0
2018_07_09,18.0,,,16.0,18.0,,20.0,21.0,19,,28.0,,,20.0,,21.0,,,21.0,,14.0,12.0,21.0,,,8.0,,15.0,,,,19.0,15.0,15.0,,,,9.0,,,,,,6.0,,,,9.0,,9.0,16.0,18,7.0
2018_07_10,25.0,,,15.0,22.0,,24.0,23.0,22,,31.0,,,21.0,,21.0,,,20.0,,16.0,11.0,16.0,,,12.0,,,,,,17.0,12.0,17.0,,,,9.0,,,,,,5.0,,,,9.0,,12.0,12.0,15,5.0
2018_07_11,13.0,,,31.0,13.0,,16.0,14.0,12,,21.0,,,21.0,,17.0,,,27.0,,10.0,7.0,21.0,,,5.0,,9.0,,,,10.0,10.0,12.0,,,,9.0,,,,,,4.0,,,,8.0,,10.0,13.0,16,7.0
2018_07_12,15.0,,,12.0,15.0,,17.0,15.0,15,,20.0,,,15.0,,17.0,,,13.0,,10.0,8.0,17.0,,,5.0,,11.0,,,,10.0,12.0,11.0,,,,9.0,,,,,,4.0,,,,12.0,,15.0,17.0,19,14.0
2018_07_13,13.0,,,12.0,15.0,,16.0,15.0,15,,20.0,,,10.0,,16.0,,,11.0,,9.0,9.0,19.0,,,5.0,,10.0,,,,13.0,10.0,14.0,,,,6.0,,,,,,5.0,,,,10.0,,30.0,26.0,28,23.0
2018_07_14,17.0,,,16.0,21.0,,24.0,23.0,20,,26.0,,,14.0,,18.0,,,16.0,,16.0,13.0,18.0,,,9.0,,14.0,,,,14.0,11.0,19.0,,,,6.0,,,,,,6.0,,,,8.0,,25.0,30.0,32,17.0
2018_07_15,17.0,,,15.0,18.0,,19.0,19.0,18,,21.0,,,13.0,,11.0,,,14.0,,14.0,10.0,18.0,,,11.0,,14.0,,,,15.0,12.0,,,,,7.0,,,,,,7.0,,,,10.0,,24.0,32.0,29,20.0
2018_07_16,20.0,,,16.0,13.0,,21.0,21.0,18,,26.0,,,20.0,,17.0,,,16.0,,15.0,10.0,19.0,,,13.0,,13.0,,,,,12.0,8.0,,,,9.0,,,,,,6.0,,,,9.0,,23.0,32.0,30,21.0
2018_07_17,23.0,,,14.0,14.0,,23.0,23.0,18,,28.0,,,16.0,,15.0,,,10.0,,13.0,11.0,13.0,,,5.0,,11.0,,,,,14.0,11.0,,,,9.0,,,,,,5.0,,,,13.0,,23.0,26.0,25,17.0
2018_07_18,13.0,,,20.0,15.0,,16.0,16.0,12,,18.0,,,9.0,,10.0,,,11.0,,11.0,12.0,13.0,,,6.0,,9.0,,,,9.0,13.0,11.0,,,,5.0,,6.0,,,,5.0,,,,13.0,,17.0,21.0,21,12.0
2018_07_19,12.0,,,10.0,18.0,,15.0,13.0,13,,21.0,,,12.0,,6.0,,,17.0,,16.0,11.0,18.0,,,8.0,,13.0,,,,13.0,11.0,10.0,,,,5.0,,6.0,,,,4.0,,,,9.0,,30.0,32.0,33,30.0
2018_07_20,11.0,,,12.0,19.0,,17.0,16.0,15,,26.0,,12.0,13.0,,8.0,,,17.0,,17.0,13.0,19.0,,,11.0,,14.0,,,,17.0,13.0,13.0,,,,6.0,,5.0,,,7.0,,4.0,,,10.0,,23.0,33.0,28,19.0
2018_07_21,16.0,,,18.0,18.0,,20.0,19.0,17,,25.0,,14.0,14.0,,14.0,,,20.0,,18.0,11.0,24.0,,,9.0,,16.0,,,,17.0,19.0,24.0,,,,8.0,,6.0,,8.0,7.0,,10.0,,,11.0,,11.0,17.0,18,9.0
2018_07_22,15.0,,,15.0,18.0,,19.0,19.0,15,,23.0,,14.0,31.0,,11.0,,,19.0,,16.0,14.0,21.0,,,11.0,,15.0,,,,13.0,18.0,19.0,,,,10.0,,8.0,,5.0,7.0,6.0,7.0,,,11.0,,10.0,21.0,17,8.0
2018_07_23,19.0,,,15.0,20.0,,23.0,21.0,19,,27.0,,,19.0,,18.0,,,19.0,,17.0,14.0,19.0,,,10.0,,17.0,,,,14.0,15.0,16.0,,,,7.0,,7.0,,5.0,7.0,5.0,7.0,,,10.0,,13.0,23.0,24,11.0
2018_07_24,25.0,,,21.0,22.0,,28.0,24.0,19,,29.0,,23.0,22.0,,26.0,,,16.0,,20.0,12.0,20.0,,,13.0,,18.0,,,,19.0,16.0,16.0,,,,10.0,,8.0,,5.0,8.0,5.0,9.0,,,12.0,,17.0,17.0,31,12.0
2018_07_25,19.0,,,20.0,22.0,,22.0,20.0,19,24.0,27.0,,15.0,16.0,,22.0,,,21.0,,34.0,16.0,22.0,,24.0,9.0,15.0,17.0,,,,17.0,18.0,20.0,,,,11.0,,6.0,,5.0,9.0,4.0,11.0,,,15.0,,26.0,15.0,23,17.0
2018_07_26,17.0,,,14.0,21.0,,21.0,20.0,19,23.0,25.0,,12.0,15.0,,23.0,,,18.0,,15.0,14.0,25.0,,28.0,12.0,24.0,19.0,,,,5.0,16.0,23.0,,,,9.0,,10.0,,4.0,10.0,5.0,11.0,,,14.0,,20.0,17.0,30,15.0
2018_07_27,19.0,,,18.0,22.0,,22.0,21.0,18,26.0,28.0,,17.0,16.0,,23.0,,,20.0,,18.0,17.0,24.0,,30.0,10.0,24.0,19.0,,,,5.0,19.0,20.0,,,,9.0,,7.0,,4.0,9.0,4.0,12.0,,,11.0,,16.0,13.0,20,12.0
2018_07_28,14.0,,,16.0,15.0,,18.0,15.0,14,22.0,23.0,,13.0,16.0,,19.0,,,18.0,,14.0,17.0,21.0,,30.0,12.0,25.0,21.0,,,,15.0,15.0,15.0,,,,11.0,,10.0,,5.0,11.0,5.0,10.0,,,9.0,,15.0,11.0,18,6.0
2018_07_29,14.0,,,17.0,18.0,,20.0,17.0,18,22.0,24.0,,14.0,15.0,,22.0,,,15.0,,16.0,11.0,22.0,,25.0,9.0,17.0,16.0,,,,13.0,17.0,21.0,,,,10.0,,9.0,,8.0,8.0,7.0,13.0,,,11.0,,9.0,9.0,15,5.0
