Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,24T,26T,27T,30T,32T,35T,36T,40T,44T,46T,62T,63T,75T,76T,77T,79T,80T
2017-02-10,50.0,43.0,53.0,49.5,52.0,49.5,49.5,48.0,48.0,64.0,62.0,41.0,,41.0,50.0,40.0,47.0,16.0,34.0,,,31.0,65.0,63.0,,
2017-02-11,54.0,42.0,51.0,49.75,52.0,49.75,49.75,52.0,52.0,39.0,68.0,65.0,43.0,47.0,59.0,47.0,44.0,14.0,33.0,,,20.0,58.0,46.0,,
2017-02-12,45.0,38.0,51.0,46.25,51.0,46.25,46.25,39.0,39.0,31.0,66.0,39.0,28.0,31.0,63.0,51.0,34.0,15.0,48.0,,,18.0,46.0,35.0,,
2017-02-13,61.0,48.0,54.0,56.25,62.0,56.25,56.25,,,47.0,63.0,62.0,34.0,42.0,60.0,49.0,38.0,16.0,50.0,,,23.0,56.0,61.0,,
2017-02-14,71.0,59.0,67.0,68.0,75.0,68.0,68.0,,,52.0,76.0,81.0,,45.0,63.0,54.0,41.0,14.0,47.0,,,25.0,74.0,58.0,,
2017-02-15,64.0,53.0,59.0,61.5,70.0,61.5,61.5,57.0,57.0,48.0,77.0,82.0,31.0,38.0,62.0,48.0,31.0,10.0,40.0,,,23.0,56.0,44.0,,
2017-02-16,58.0,51.0,57.0,58.0,66.0,58.0,58.0,51.0,51.0,58.0,69.0,80.0,31.0,34.0,55.0,43.0,30.0,10.0,35.0,,,20.0,50.0,43.0,,
2017-02-17,59.0,47.0,55.333333333333336,55.333333333333336,60.0,55.333333333333336,55.333333333333336,54.0,54.0,71.0,60.0,63.0,,45.0,52.0,39.0,31.0,11.0,53.0,,,21.0,,45.0,,
2017-02-18,64.0,51.0,62.666666666666664,62.666666666666664,73.0,62.666666666666664,62.666666666666664,65.0,65.0,63.0,84.0,69.0,,61.0,51.0,39.0,34.0,9.0,42.0,,,22.0,,66.0,,
2017-02-19,76.0,70.0,77.33333333333333,77.33333333333333,86.0,77.33333333333333,77.33333333333333,80.0,80.0,54.0,77.0,75.0,,67.0,62.0,44.0,38.0,9.0,44.0,,,19.0,81.0,62.0,,
2017-02-20,48.0,54.0,51.333333333333336,51.333333333333336,52.0,51.333333333333336,51.333333333333336,48.0,48.0,87.0,55.0,41.0,,43.0,61.0,50.0,41.0,13.0,69.0,,,26.0,84.0,81.0,,
2017-02-21,33.0,37.0,35.666666666666664,35.666666666666664,37.0,35.666666666666664,35.666666666666664,34.0,34.0,60.0,47.0,32.0,,25.0,50.0,37.0,34.0,13.0,81.0,,,26.0,69.0,56.0,,
2017-02-22,25.0,22.0,24.0,24.0,25.0,24.0,24.0,21.0,21.0,51.0,31.0,14.0,,21.0,46.0,39.0,46.0,9.0,86.0,,,24.0,62.0,45.0,,
2017-02-23,17.0,16.0,17.0,17.0,18.0,17.0,17.0,16.0,16.0,48.0,24.0,8.0,,15.0,37.0,26.0,37.0,9.0,79.0,,,20.0,,38.0,,
2017-02-24,14.0,15.0,15.0,14.75,15.0,14.75,14.75,14.0,14.0,36.0,16.0,4.0,,15.0,43.0,34.0,34.0,7.0,53.0,,,21.0,46.0,24.0,,
2017-02-25,18.0,17.0,24.0,18.75,16.0,18.75,18.75,15.0,15.0,35.0,16.0,6.0,17.0,17.0,42.0,38.0,41.0,9.0,,,,22.0,45.0,25.0,,
2017-02-26,22.0,24.0,27.0,23.75,22.0,23.75,23.75,20.0,20.0,40.0,20.0,6.0,14.0,14.0,52.0,47.0,32.0,9.0,,,,19.0,50.0,,,
2017-02-27,38.0,32.0,39.0,37.75,42.0,37.75,37.75,35.0,35.0,38.0,41.0,42.0,25.0,25.0,49.0,41.0,36.0,8.0,36.0,,,22.0,52.0,,,
2017-02-28,62.0,56.0,60.0,62.25,71.0,62.25,62.25,62.0,62.0,56.0,66.0,70.0,38.0,48.0,48.0,39.0,40.0,10.0,38.0,,,22.0,53.0,55.0,,
2017-03-01,61.0,50.0,57.0,58.75,67.0,58.75,58.75,57.0,57.0,70.0,76.0,60.0,36.0,49.0,53.0,38.0,44.0,12.0,39.0,,,21.0,53.0,52.0,,
2017-03-02,67.0,55.0,61.0,63.25,70.0,63.25,63.25,64.0,64.0,47.0,82.0,62.0,46.0,58.0,60.0,48.0,51.0,13.0,41.0,,,20.0,65.0,52.0,,
2017-03-03,65.0,63.0,65.0,69.75,86.0,69.75,69.75,68.0,68.0,60.0,76.0,64.0,66.0,57.0,78.0,67.0,51.0,13.0,62.0,,,23.0,73.0,68.0,,
2017-03-04,44.0,48.0,48.0,47.5,50.0,47.5,47.5,41.0,41.0,79.0,59.0,33.0,48.0,43.0,61.0,48.0,67.0,16.0,77.0,,,33.0,58.0,76.0,,
2017-03-05,34.0,36.0,37.0,36.25,38.0,36.25,36.25,33.0,33.0,51.0,41.0,30.0,33.0,28.0,63.0,55.0,87.0,19.0,78.0,,,,61.0,49.0,,
2017-03-06,32.0,34.0,36.0,34.75,37.0,34.75,34.75,29.0,29.0,40.0,31.0,23.0,27.0,27.0,67.0,54.0,84.0,22.0,85.0,,,,47.0,37.0,,
2017-03-07,28.0,28.0,30.0,28.75,29.0,28.75,28.75,26.0,26.0,44.0,33.0,16.0,30.0,25.0,67.0,54.0,85.0,23.0,71.0,,,46.0,48.0,37.0,,
2017-03-08,29.0,32.0,31.0,30.75,31.0,30.75,30.75,30.0,30.0,45.0,26.0,18.0,26.0,28.0,72.0,61.0,73.0,16.0,52.0,,,46.0,41.0,42.0,,
2017-03-09,28.0,30.0,29.0,29.0,29.0,29.0,29.0,26.0,26.0,42.0,25.0,17.0,21.0,21.0,47.0,42.0,52.0,12.0,,,,35.0,28.0,32.0,,
2017-03-10,23.0,24.0,23.0,22.75,21.0,22.75,22.75,20.0,20.0,32.0,21.0,10.0,19.0,18.0,50.0,36.0,40.0,10.0,45.0,,,26.0,22.0,31.0,,
2017-03-11,25.0,22.0,23.0,23.5,24.0,23.5,23.5,21.0,21.0,42.0,30.0,12.0,25.0,21.0,45.0,34.0,48.0,13.0,53.0,,,22.0,28.0,33.0,,
2017-03-12,26.0,27.0,25.0,26.25,27.0,26.25,26.25,23.0,23.0,38.0,28.0,16.0,22.0,18.0,40.0,33.0,24.0,16.0,50.0,,,24.0,24.0,36.0,,
2017-03-13,31.0,35.0,32.0,34.5,40.0,34.5,34.5,32.0,32.0,43.0,25.0,24.0,21.0,21.0,44.0,36.0,34.0,19.0,55.0,,,17.0,34.0,31.0,,
2017-03-14,25.0,28.0,26.0,26.5,27.0,26.5,26.5,23.0,23.0,52.0,30.0,12.0,21.0,20.0,59.0,45.0,69.0,23.0,95.0,,,19.0,68.0,33.0,,
2017-03-15,26.0,22.0,26.0,24.75,25.0,24.75,24.75,23.0,23.0,38.0,25.0,11.0,23.0,22.0,59.0,45.0,56.0,24.0,78.0,,,38.0,74.0,27.0,,
2017-03-16,27.0,26.0,24.0,25.75,26.0,25.75,25.75,22.0,22.0,43.0,25.0,14.0,18.0,22.0,58.0,38.0,72.0,20.0,,,,63.0,116.0,27.0,,
2017-03-17,27.0,27.0,25.0,26.0,25.0,26.0,26.0,24.0,24.0,50.0,23.0,18.0,22.0,21.0,62.0,47.0,47.0,16.0,,,,59.0,50.0,25.0,,
2017-03-18,17.0,17.0,17.0,17.25,18.0,17.25,17.25,16.0,16.0,42.0,17.0,12.0,19.0,16.0,56.0,56.0,54.0,17.0,,,,31.0,42.0,21.0,,
2017-03-19,16.0,15.333333333333334,15.0,15.333333333333334,15.0,15.333333333333334,15.333333333333334,14.0,14.0,33.0,17.0,16.0,15.0,14.0,57.0,40.0,36.0,18.0,,,,17.0,38.0,21.0,,
2017-03-20,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,41.0,17.0,10.0,12.0,12.0,105.0,84.0,49.0,30.0,,,,28.0,68.0,24.0,,
2017-03-21,26.0,20.0,24.0,25.0,30.0,25.0,25.0,25.0,25.0,40.0,22.0,20.0,8.0,,77.0,73.0,59.0,13.0,,,,42.0,64.0,22.0,,
2017-03-22,26.0,29.0,25.0,27.25,29.0,27.25,27.25,24.0,24.0,49.0,39.0,31.0,10.0,17.0,71.0,64.0,62.0,12.0,,,,50.0,70.0,27.0,,
2017-03-23,19.0,22.0,18.0,19.5,19.0,19.5,19.5,16.0,16.0,36.0,22.0,15.0,10.0,12.0,114.0,98.0,95.0,15.0,,,,56.0,111.0,19.0,,
2017-03-24,18.0,15.0,17.0,17.0,18.0,17.0,17.0,15.0,15.0,37.0,20.0,11.0,10.0,14.0,110.0,96.0,72.0,10.0,,,,64.0,69.0,18.0,,
2017-03-25,23.0,22.0,23.0,22.25,21.0,22.25,22.25,20.0,20.0,38.0,32.0,19.0,,20.0,67.0,57.0,43.0,11.0,,,,59.0,57.0,24.0,,
2017-03-26,25.0,24.0,29.0,24.75,21.0,24.75,24.75,17.0,17.0,33.0,18.0,12.0,21.0,19.0,64.0,51.0,44.0,13.0,,,,48.0,67.0,30.0,,
2017-03-27,23.0,25.0,24.0,25.5,30.0,25.5,25.5,23.0,23.0,40.0,12.0,30.0,21.0,16.0,45.0,32.0,18.0,7.0,,,,16.0,60.0,21.0,,
2017-03-28,38.0,29.0,34.0,34.75,38.0,34.75,34.75,31.0,31.0,35.0,38.0,45.0,22.0,19.0,49.0,29.0,25.0,9.0,,,,,43.0,25.0,,
2017-03-29,32.0,30.0,29.0,30.5,31.0,30.5,30.5,26.0,26.0,53.0,30.0,24.0,33.0,23.0,54.0,41.0,30.0,9.0,32.0,,,31.0,47.0,28.0,,
2017-03-30,24.0,30.0,28.0,26.25,23.0,26.25,26.25,24.0,24.0,33.0,15.0,13.0,18.0,18.0,52.0,34.0,35.0,12.0,35.0,,,29.0,43.0,26.0,,
2017-03-31,15.0,16.0,15.666666666666666,15.666666666666666,16.0,15.666666666666666,15.666666666666666,12.0,12.0,22.0,14.0,9.0,9.0,,56.0,49.0,35.0,10.0,29.0,,,26.0,40.0,21.0,,
2017-04-01,21.0,15.0,19.666666666666668,19.666666666666668,23.0,19.666666666666668,19.666666666666668,22.0,22.0,28.0,18.0,24.0,15.0,16.0,58.0,49.0,24.0,10.0,14.0,,,14.0,46.0,15.0,,
2017-04-02,29.0,23.0,27.333333333333332,27.333333333333332,30.0,27.333333333333332,27.333333333333332,23.0,23.0,27.0,33.0,31.0,20.0,22.0,17.0,17.0,15.0,11.0,27.0,,,10.0,34.0,24.0,,
2017-04-03,42.0,36.0,41.0,41.0,45.0,41.0,41.0,37.0,37.0,41.0,33.0,39.0,27.0,24.0,41.0,27.0,26.0,5.0,21.0,,,16.0,35.0,28.0,,
2017-04-04,39.0,35.0,41.333333333333336,41.333333333333336,50.0,41.333333333333336,41.333333333333336,42.0,42.0,44.0,39.0,48.0,33.0,29.0,52.0,38.0,34.0,9.0,35.0,,,23.0,32.0,29.0,,
2017-04-05,47.0,40.0,44.333333333333336,44.333333333333336,46.0,44.333333333333336,44.333333333333336,40.0,40.0,59.0,29.0,41.0,39.0,30.0,61.0,45.0,39.0,11.0,53.0,,,,35.0,26.0,,
2017-04-06,30.0,27.0,30.0,30.0,33.0,30.0,30.0,29.0,29.0,42.0,23.0,23.0,16.0,22.0,71.0,61.0,55.0,12.0,34.0,,,27.0,49.0,18.0,,
2017-04-07,19.0,21.0,19.0,19.0,17.0,19.0,19.0,18.0,18.0,42.0,17.0,15.0,12.0,14.0,78.0,69.0,50.0,8.0,31.0,,,35.0,53.0,17.0,,
2017-04-08,13.333333333333334,12.0,14.0,13.333333333333334,14.0,13.333333333333334,13.333333333333334,12.0,12.0,34.0,10.0,9.0,13.0,15.0,90.0,74.0,37.0,17.0,25.0,,,37.0,44.0,19.0,,
2017-04-09,11.0,10.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,40.0,10.0,6.0,9.0,9.0,86.0,72.0,44.0,,26.0,,,,31.0,19.0,,
2017-04-10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,29.0,11.0,7.0,11.0,9.0,68.0,52.0,43.0,,28.0,,,,24.0,19.0,,
2017-04-11,9.666666666666666,10.0,10.0,9.666666666666666,9.0,9.666666666666666,9.666666666666666,9.0,9.0,20.0,11.0,7.0,9.0,7.0,68.0,50.0,52.0,13.0,23.0,,,50.0,21.0,15.0,,
2017-04-12,8.666666666666666,8.0,11.0,8.666666666666666,7.0,8.666666666666666,8.666666666666666,8.0,8.0,27.0,8.0,5.0,,6.0,81.0,66.0,38.0,18.0,28.0,,,53.0,20.0,14.0,,
2017-04-13,10.666666666666666,10.0,12.0,10.666666666666666,10.0,10.666666666666666,10.666666666666666,8.0,8.0,24.0,9.0,4.0,9.0,8.0,65.0,48.0,23.0,19.0,14.0,,,,22.0,13.0,,
2017-04-14,17.333333333333332,17.0,16.0,17.333333333333332,19.0,17.333333333333332,17.333333333333332,16.0,16.0,16.0,11.0,11.0,12.0,11.0,30.0,15.0,10.0,11.0,16.0,,,,13.0,19.0,,
2017-04-15,16.333333333333332,16.0,18.0,16.333333333333332,15.0,16.333333333333332,16.333333333333332,12.0,12.0,23.0,13.0,9.0,13.0,12.0,28.0,13.0,10.0,9.0,25.0,,,,10.0,18.0,,
2017-04-16,15.666666666666666,15.0,16.0,15.666666666666666,16.0,15.666666666666666,15.666666666666666,12.0,12.0,28.0,12.0,9.0,13.0,13.0,24.0,14.0,14.0,12.0,23.0,,,7.0,10.0,19.0,,
2017-04-17,20.333333333333332,20.0,20.0,20.333333333333332,21.0,20.333333333333332,20.333333333333332,19.0,19.0,31.0,14.0,14.0,22.0,18.0,22.0,15.0,12.0,14.0,31.0,,,,10.0,23.0,,
2017-04-18,12.0,14.0,14.666666666666666,14.666666666666666,18.0,14.666666666666666,14.666666666666666,15.0,15.0,36.0,13.0,,18.0,15.0,25.0,11.0,8.0,20.0,29.0,,,,8.0,25.0,,
2017-04-19,12.0,10.0,12.0,12.0,14.0,12.0,12.0,8.0,8.0,25.0,11.0,,11.0,10.0,33.0,22.0,18.0,18.0,23.0,,,,12.0,14.0,,
2017-04-20,21.666666666666668,21.0,20.0,21.666666666666668,24.0,21.666666666666668,21.666666666666668,19.0,19.0,26.0,15.0,,16.0,12.0,38.0,24.0,24.0,16.0,24.0,,,20.0,18.0,21.0,,
2017-04-21,32.0,28.0,31.0,32.0,37.0,32.0,32.0,29.0,29.0,34.0,26.0,29.0,24.0,20.0,52.0,39.0,38.0,16.0,34.0,,,32.0,31.0,26.0,,
2017-04-22,43.0,45.0,46.0,45.5,48.0,45.5,45.5,43.0,43.0,51.0,39.0,42.0,35.0,35.0,73.0,55.0,49.0,18.0,50.0,,,40.0,40.0,37.0,,
2017-04-23,43.0,43.0,44.0,44.5,48.0,44.5,44.5,42.0,42.0,48.0,40.0,44.0,43.0,37.0,79.0,58.0,60.0,20.0,45.0,,,28.0,39.0,42.0,,
2017-04-24,39.0,39.0,38.0,39.0,40.0,39.0,39.0,35.0,35.0,47.0,36.0,37.0,30.0,27.0,73.0,60.0,58.0,15.0,37.0,,,23.0,39.0,28.0,,
2017-04-25,32.666666666666664,31.0,31.0,32.666666666666664,36.0,32.666666666666664,32.666666666666664,30.0,30.0,38.0,28.0,31.0,29.0,29.0,71.0,57.0,49.0,26.0,29.0,,,31.0,28.0,31.0,,
2017-04-26,33.333333333333336,33.0,31.0,33.333333333333336,36.0,33.333333333333336,33.333333333333336,32.0,32.0,45.0,27.0,31.0,28.0,27.0,67.0,57.0,48.0,19.0,38.0,,,37.0,33.0,35.0,,
2017-04-27,31.333333333333332,31.0,29.0,31.333333333333332,34.0,31.333333333333332,31.333333333333332,29.0,29.0,43.0,30.0,29.0,29.0,26.0,78.0,64.0,58.0,17.0,50.0,,,45.0,35.0,27.0,,
2017-04-28,30.666666666666668,31.0,28.0,30.666666666666668,33.0,30.666666666666668,30.666666666666668,25.0,25.0,44.0,,26.0,25.0,21.0,72.0,53.0,46.0,18.0,28.0,,,38.0,36.0,22.0,,
2017-04-29,26.0,37.0,28.0,32.25,38.0,32.25,32.25,27.0,27.0,39.0,,38.0,23.0,23.0,26.0,13.0,13.0,17.0,29.0,,,17.0,13.0,17.0,,
2017-04-30,25.0,29.0,30.0,29.5,34.0,29.5,29.5,27.0,27.0,,,22.0,27.0,18.0,29.0,17.0,20.0,15.0,34.0,,,16.0,16.0,22.0,,
2017-05-01,9.0,15.0,13.0,13.5,17.0,13.5,13.5,12.0,12.0,31.0,,15.0,12.0,9.0,45.0,32.0,30.0,18.0,32.0,,,26.0,16.0,18.0,,
2017-05-02,12.0,16.0,16.0,15.5,18.0,15.5,15.5,14.0,14.0,42.0,,14.0,13.0,13.0,41.0,33.0,34.0,18.0,36.0,,,36.0,24.0,21.0,,
2017-05-03,15.0,24.0,17.0,18.75,19.0,18.75,18.75,14.0,14.0,48.0,,19.0,15.0,13.0,43.0,31.0,39.0,19.0,33.0,,,45.0,29.0,20.0,,
2017-05-04,17.0,25.0,20.0,20.75,21.0,20.75,20.75,15.0,15.0,37.0,,17.0,15.0,15.0,50.0,33.0,31.0,20.0,34.0,,,46.0,32.0,20.0,,
2017-05-05,19.0,21.0,21.0,21.25,24.0,21.25,21.25,18.0,18.0,35.0,,,27.0,9.0,31.0,25.0,17.0,12.0,15.0,,,33.0,24.0,13.0,,
2017-05-06,30.0,38.0,32.0,35.5,42.0,35.5,35.5,27.0,27.0,53.0,,,35.0,19.0,16.0,18.0,15.0,13.0,20.0,,,25.0,14.0,23.0,,
2017-05-07,12.0,20.0,17.0,17.0,19.0,17.0,17.0,13.0,13.0,34.0,,,21.0,13.0,22.0,22.0,21.0,19.0,19.0,,,19.0,16.0,17.0,,
2017-05-08,14.0,22.0,21.0,19.25,20.0,19.25,19.25,14.0,14.0,48.0,,,18.0,13.0,22.0,24.0,18.0,13.0,29.0,,,22.0,16.0,28.0,,
2017-05-09,11.0,20.0,21.0,17.25,17.0,17.25,17.25,14.0,14.0,36.0,,,12.0,15.0,31.0,31.0,28.0,16.0,24.0,,,,21.0,19.0,,
2017-05-10,18.0,32.0,23.0,24.75,26.0,24.75,24.75,22.0,22.0,40.0,,,16.0,12.0,20.0,32.0,26.0,23.0,15.0,,,17.0,13.0,11.0,,
2017-05-11,14.0,21.0,20.0,20.75,28.0,20.75,20.75,17.0,17.0,47.0,10.0,,19.0,,19.0,19.0,13.0,18.0,15.0,,,14.0,14.0,7.0,,
2017-05-12,23.333333333333332,26.0,23.0,23.333333333333332,21.0,23.333333333333332,23.333333333333332,19.0,19.0,55.0,8.0,,12.0,,15.0,22.0,11.0,14.0,15.0,,,8.0,11.0,12.0,,
2017-05-13,24.333333333333332,26.0,23.0,24.333333333333332,24.0,24.333333333333332,24.333333333333332,17.0,17.0,54.0,8.0,,12.0,,11.0,18.0,8.0,15.0,21.0,,,5.0,7.0,15.0,,
2017-05-14,16.0,17.0,15.0,16.0,16.0,16.0,16.0,15.0,15.0,32.0,9.0,,14.0,,5.0,7.0,8.0,14.0,18.0,,,6.0,8.0,13.0,,
2017-05-15,13.0,16.0,13.0,13.0,10.0,13.0,13.0,10.0,10.0,28.0,7.0,,14.0,,7.0,10.0,8.0,22.0,15.0,,,,5.0,17.0,,
2017-05-16,16.333333333333332,17.0,13.0,16.333333333333332,19.0,16.333333333333332,16.333333333333332,14.0,14.0,34.0,8.0,16.0,12.0,,7.0,12.0,4.0,17.0,10.0,,,,8.0,13.0,,
2017-05-17,13.333333333333334,15.0,10.0,13.333333333333334,15.0,13.333333333333334,13.333333333333334,,,21.0,5.0,,14.0,,5.0,5.0,2.0,25.0,14.0,,,5.0,,7.0,,
2017-05-18,17.333333333333332,21.0,15.0,17.333333333333332,16.0,17.333333333333332,17.333333333333332,16.0,16.0,25.0,12.0,,18.0,,6.0,8.0,2.0,27.0,10.0,,,,8.0,16.0,,
2017-05-19,18.0,35.0,25.0,27.25,31.0,27.25,27.25,24.0,24.0,35.0,17.0,,17.0,,12.0,13.0,7.0,14.0,15.0,,,,14.0,19.0,,
